mainFrameColor,0,155,49
jButton1,9,0,149
jButton2,37,0,148
jButton3,0,3,5
jButton4,152,0,28
jButton5,43,152,89
jButton6,54,0,141
jButton7,0,123,60
jButton8,0,0,0
jButton9,128,110,96
jButton10,23,0,11
jButton11,0,60,24
jButton12,29,99,0
jButton13,20,36,94
jButton14,52,122,10
jButton15,0,140,164
jButton16,101,67,94
jButton17,0,0,129
jButton18,0,0,0
jTextField1,71,0,0
jTextField1TextColor,107,0,178
jLabel1,102,101,0
jPanel1,39,106,15
jPanel2,5,0,0
jPanel3,83,34,141
jPanel4,0,19,89
jPanel5,83,0,0
currentFitness,2.5480663021781334E8
