mainFrameColor,40,115,25
jButton1,24,193,102
jButton2,13,90,106
jButton3,215,113,133
jButton4,16,217,72
jButton5,108,155,96
jButton6,218,112,107
jButton7,204,229,6
jButton8,201,50,25
jButton9,236,220,168
jButton10,28,73,238
jButton11,41,199,195
jButton12,119,76,204
jButton13,204,56,35
jButton14,4,199,173
jButton15,39,226,238
jButton16,7,248,244
jButton17,185,148,214
jButton18,172,127,179
jTextField1,175,226,26
jTextField1TextColor,218,220,132
jLabel1,24,98,232
jPanel1,31,1,194
jPanel2,41,17,233
jPanel3,75,210,239
jPanel4,130,45,169
jPanel5,58,127,106
currentFitness,2.5170845569264713E8
