mainFrameColor,60,6,15
jButton1,14,40,144
jButton2,107,85,80
jButton3,210,78,206
jButton4,171,142,6
jButton5,41,105,90
jButton6,215,51,37
jButton7,185,170,90
jButton8,63,253,2
jButton9,185,219,0
jButton10,197,201,68
jButton11,246,211,212
jButton12,212,10,237
jButton13,200,107,42
jButton14,70,97,181
jButton15,155,174,151
jButton16,143,181,44
jButton17,241,196,197
jButton18,216,129,206
jTextField1,221,205,136
jTextField1TextColor,26,1,156
jLabel1,165,16,209
jPanel1,103,142,17
jPanel2,164,183,239
jPanel3,212,111,0
jPanel4,72,114,230
jPanel5,32,244,31
currentFitness,1.5073879033881572E8
