mainFrameColor,47,125,54
jButton1,55,140,240
jButton2,46,211,8
jButton3,173,155,124
jButton4,182,223,214
jButton5,124,203,210
jButton6,182,30,105
jButton7,184,184,150
jButton8,182,167,91
jButton9,13,201,216
jButton10,181,14,121
jButton11,2,160,147
jButton12,92,196,21
jButton13,138,0,218
jButton14,121,128,132
jButton15,151,132,149
jButton16,181,160,208
jButton17,216,52,112
jButton18,245,63,139
jTextField1,248,55,106
jTextField1TextColor,232,94,214
jLabel1,101,138,153
jPanel1,220,59,184
jPanel2,57,147,219
jPanel3,146,122,109
jPanel4,108,144,239
jPanel5,36,25,234
currentFitness,3.306020978495012E8
