Var1, Var2, Var3, Var4, Var5, Var6, Var7, Var8, Var9, Var10, Var11, Var12, Obj1, Obj2, Obj3
0.993041, 1.000000, 0.501744, 0.500111, 0.495763, 0.499549, 0.499201, 0.500438, 0.500190, 0.504745, 0.501125, 0.503563, 0.000000, 0.710014, 0.704270
0.993041, 0.893801, 0.499974, 0.500111, 0.489904, 0.499549, 0.502566, 0.536833, 0.500190, 0.496227, 0.500990, 0.502389, 0.711028, 0.000015, 0.705276
0.862844, 0.993098, 0.501367, 0.500063, 0.500274, 0.500218, 0.500412, 0.500083, 0.500358, 0.499547, 0.496396, 0.499850, 0.706785, 0.707450, 0.000001
0.990714, 0.993186, 0.507700, 0.502497, 0.497571, 0.506292, 0.502422, 0.492435, 0.499862, 0.494553, 0.492610, 0.500407, 0.572175, 0.580774, 0.579513
0.949907, 0.940444, 0.500085, 0.499612, 0.500130, 0.500761, 0.500383, 0.499908, 0.499454, 0.499975, 0.499653, 0.499163, 0.999954, 0.003384, 0.009209
0.877913, 0.999955, 0.500080, 0.500054, 0.499947, 0.499896, 0.499365, 0.500030, 0.500069, 0.499949, 0.499858, 0.500141, 0.007074, 0.999975, 0.000003
0.999880, 0.932841, 0.500085, 0.499861, 0.499917, 0.499818, 0.500123, 0.500012, 0.500661, 0.499810, 0.502036, 0.500141, 0.018733, 0.000028, 0.999829
1.000000, 0.939952, 0.500085, 0.499861, 0.499917, 0.499818, 0.500123, 0.500012, 0.500200, 0.499810, 0.499958, 0.500141, 0.000000, 0.000000, 1.000000
0.961747, 0.971076, 0.500179, 0.498801, 0.499361, 0.500956, 0.500073, 0.497084, 0.500582, 0.499667, 0.500073, 0.499972, 0.996028, 0.083319, 0.031778
0.995528, 0.952029, 0.502735, 0.496165, 0.497430, 0.505247, 0.500247, 0.506065, 0.502535, 0.492699, 0.498914, 0.489624, 0.537559, 0.006188, 0.843514
0.980849, 0.982975, 0.499334, 0.499496, 0.498551, 0.499875, 0.498553, 0.499873, 0.504396, 0.499214, 0.500524, 0.499605, 0.935831, 0.271203, 0.225211
0.981234, 0.998009, 0.496967, 0.500283, 0.503573, 0.500907, 0.495170, 0.500051, 0.494371, 0.500744, 0.502051, 0.498674, 0.272241, 0.933410, 0.234093
0.992608, 1.000000, 0.497318, 0.514672, 0.531711, 0.507916, 0.503485, 0.504594, 0.510772, 0.499330, 0.505281, 0.499455, 0.000000, 0.734125, 0.681175
0.992608, 0.985779, 0.501125, 0.514672, 0.535759, 0.507916, 0.501794, 0.504683, 0.511658, 0.496702, 0.505281, 0.499455, 0.683291, 0.269006, 0.681372
0.997572, 0.993249, 0.500373, 0.499141, 0.500342, 0.500065, 0.499878, 0.500196, 0.498440, 0.500004, 0.498337, 0.499759, 0.232156, 0.238016, 0.943114
0.971661, 0.993249, 0.499483, 0.499141, 0.500250, 0.499424, 0.499878, 0.500154, 0.498961, 0.499706, 0.499121, 0.499095, 0.695501, 0.713058, 0.088513
0.998607, 0.999163, 0.497589, 0.475482, 0.496975, 0.509634, 0.497856, 0.500896, 0.490458, 0.513760, 0.500623, 0.500381, 0.025586, 0.201620, 0.980146
0.980849, 0.992226, 0.497363, 0.496268, 0.500036, 0.503868, 0.504838, 0.507848, 0.497946, 0.475654, 0.506296, 0.502112, 0.733223, 0.642739, 0.225377
0.988254, 0.999541, 0.504376, 0.500192, 0.506836, 0.497399, 0.497751, 0.499853, 0.498427, 0.500362, 0.499919, 0.499913, 0.062396, 0.883966, 0.463542
