Var1, Var2, Var3, Var4, Var5, Var6, Var7, Var8, Var9, Var10, Var11, Var12, Obj1, Obj2, Obj3
0.000000, 0.531158, 0.503725, 0.299776, 0.600428, 0.498691, 0.500038, 0.599819, 0.402781, 0.599159, 0.602053, 0.499827, 10.479307, 11.558776, 0.000000
0.411836, 0.561932, 0.503725, 0.299835, 0.600302, 0.498786, 0.500073, 0.599562, 0.501167, 0.598340, 0.601165, 0.499874, 6.668390, 8.110679, 7.931096
0.007439, 1.000000, 0.503725, 0.300373, 0.599994, 0.498665, 0.500038, 0.600056, 0.402357, 0.600072, 0.601738, 0.499843, 0.000000, 14.778146, 0.172686
0.001152, 0.000000, 0.603275, 0.302438, 0.600135, 0.498929, 0.499347, 0.600100, 0.701391, 0.600645, 0.601864, 0.499748, 18.838337, 0.000000, 0.034087
0.000000, 0.000000, 0.603275, 0.302438, 0.600135, 0.498929, 0.499053, 0.600100, 0.701391, 0.600961, 0.601864, 0.499748, 19.037701, 0.000000, 0.000000
1.000000, 0.772533, 0.503725, 0.301122, 0.600071, 0.397497, 0.500143, 0.598035, 0.600507, 0.599094, 0.597017, 0.500006, 0.000000, 0.000000, 17.842728
0.398336, 0.942402, 0.503487, 0.301735, 0.599908, 0.498629, 0.500077, 0.599679, 0.501592, 0.600614, 0.600973, 0.499855, 0.959365, 10.574746, 7.672220
0.677849, 0.117284, 0.600685, 0.302112, 0.600376, 0.499324, 0.499730, 0.600100, 0.701391, 0.599328, 0.597970, 0.499748, 7.788021, 1.451236, 14.295598
0.281652, 0.192058, 0.503725, 0.299768, 0.600647, 0.498592, 0.500073, 0.599562, 0.500955, 0.599164, 0.600524, 0.499874, 10.901086, 3.392218, 5.408523
0.517640, 1.000000, 0.400306, 0.301601, 0.599867, 0.397473, 0.500412, 0.598314, 0.600507, 0.598976, 0.600181, 0.500047, 0.000000, 10.021971, 10.593357
0.047855, 0.846858, 0.503725, 0.299835, 0.600302, 0.498592, 0.500073, 0.599562, 0.501167, 0.599709, 0.601165, 0.499858, 3.031353, 12.357531, 0.958265
0.207668, 0.580366, 0.503725, 0.300350, 0.600042, 0.498629, 0.500073, 0.599562, 0.501167, 0.599184, 0.600295, 0.499843, 7.282293, 9.399430, 4.022378
0.000000, 0.005416, 0.503725, 0.299455, 0.600014, 0.498278, 0.500537, 0.600075, 0.498692, 0.598284, 0.599900, 0.499937, 13.336871, 0.113461, 0.000000
0.267366, 1.000000, 0.503725, 0.301248, 0.599908, 0.498665, 0.500250, 0.599809, 0.501436, 0.599969, 0.600973, 0.499986, 0.000000, 11.838080, 5.286241
