Var1, Var2, Var3, Var4, Var5, Var6, Var7, Var8, Var9, Var10, Var11, Var12, Obj1, Obj2, Obj3
0.016424, 0.000000, 0.499217, 0.399408, 0.501314, 0.399866, 0.499842, 0.599035, 0.501520, 0.299919, 0.499600, 0.398809, 10.511069, 0.000000, 0.271225
0.494280, 0.000000, 0.498619, 0.497430, 0.501213, 0.399467, 0.497603, 0.699244, 0.500351, 0.400344, 0.501900, 0.499341, 7.911598, 0.000000, 7.770681
1.000000, 0.495342, 0.498619, 0.499347, 0.501420, 0.399467, 0.498951, 0.702091, 0.500908, 0.400231, 0.500613, 0.499341, 0.000000, 0.000000, 9.417471
0.000000, 0.000000, 0.500737, 0.299158, 0.501175, 0.399738, 0.499146, 0.598522, 0.499841, 0.299874, 0.501695, 0.398578, 14.124965, 0.000000, 0.000000
0.009749, 1.000000, 0.498779, 0.299470, 0.501314, 0.400052, 0.500093, 0.598994, 0.501151, 0.299919, 0.497218, 0.399974, 0.000000, 14.682205, 0.224856
0.795458, 0.579712, 0.498619, 0.498213, 0.502027, 0.399467, 0.499998, 0.699796, 0.501127, 0.400231, 0.500925, 0.499341, 1.819548, 2.343555, 8.914534
0.795458, 0.814859, 0.498619, 0.498591, 0.502027, 0.399467, 0.498580, 0.699796, 0.501236, 0.400231, 0.500877, 0.499341, 0.868301, 2.901069, 9.098532
1.000000, 0.591857, 0.498619, 0.499347, 0.501420, 0.399467, 0.497876, 0.701040, 0.500188, 0.400231, 0.500613, 0.499341, 0.000000, 0.000000, 9.243283
0.693187, 0.579712, 0.498619, 0.498213, 0.502027, 0.399467, 0.499998, 0.699796, 0.501127, 0.400231, 0.500925, 0.499341, 2.670598, 3.439697, 8.325162
0.009785, 0.224550, 0.499784, 0.398119, 0.499964, 0.399806, 0.498949, 0.598203, 0.499117, 0.299829, 0.501135, 0.399392, 10.398202, 3.827757, 0.170320
0.014721, 0.015171, 0.500309, 0.398119, 0.501090, 0.399806, 0.498949, 0.598203, 0.499117, 0.299829, 0.500342, 0.399392, 11.088563, 0.264290, 0.256529
0.258689, 0.742601, 0.499137, 0.399800, 0.501314, 0.399866, 0.500459, 0.599014, 0.500870, 0.299862, 0.499600, 0.398809, 3.690925, 8.625747, 4.037137
0.000000, 0.829372, 0.499568, 0.398430, 0.501210, 0.399435, 0.499146, 0.598994, 0.501389, 0.299919, 0.499406, 0.399974, 2.832963, 10.315590, 0.000000
0.002175, 0.742601, 0.499217, 0.399408, 0.501314, 0.399866, 0.500459, 0.599430, 0.501389, 0.299919, 0.499600, 0.398809, 4.077224, 9.528532, 0.035406
0.271686, 0.878762, 0.499516, 0.400654, 0.501210, 0.399291, 0.499146, 0.598994, 0.501389, 0.299919, 0.498740, 0.399974, 1.816829, 9.424567, 4.364344
0.181124, 0.878762, 0.499516, 0.398430, 0.501210, 0.399291, 0.499146, 0.598994, 0.501389, 0.299919, 0.498215, 0.399974, 2.053894, 10.654310, 3.173141
0.225031, 0.000000, 0.498619, 0.497079, 0.501702, 0.399552, 0.499150, 0.699658, 0.500351, 0.400276, 0.500782, 0.499341, 9.446640, 0.000000, 3.485578
0.897729, 0.400997, 0.498619, 0.500102, 0.501616, 0.399467, 0.498265, 0.700349, 0.501515, 0.400231, 0.500828, 0.499341, 1.198559, 0.873675, 9.153054
0.016424, 0.742601, 0.500033, 0.399408, 0.501314, 0.399866, 0.500459, 0.598639, 0.500353, 0.299919, 0.501032, 0.398809, 4.070750, 9.513402, 0.267011
0.302491, 0.048295, 0.498619, 0.497079, 0.501702, 0.399552, 0.498966, 0.699658, 0.500351, 0.400276, 0.500782, 0.499341, 8.988822, 0.683217, 4.637762
1.000000, 0.662287, 0.498619, 0.499347, 0.501420, 0.399467, 0.497490, 0.701040, 0.500798, 0.400231, 0.500613, 0.499341, 0.000000, 0.000000, 9.713912
0.006689, 0.039820, 0.500411, 0.398119, 0.501090, 0.399806, 0.498949, 0.598203, 0.499080, 0.299829, 0.501135, 0.399392, 11.330588, 0.709644, 0.119285
0.000000, 0.999314, 0.500001, 0.297600, 0.501758, 0.401602, 0.497900, 0.599863, 0.502101, 0.299919, 0.500313, 0.501301, 0.016610, 15.413929, 0.000000
0.016424, 0.433930, 0.499217, 0.399408, 0.500583, 0.399866, 0.499270, 0.599035, 0.501520, 0.299919, 0.499600, 0.398809, 8.027738, 6.513202, 0.266749
0.380441, 0.224550, 0.499784, 0.398119, 0.500016, 0.399607, 0.498949, 0.598203, 0.499117, 0.299829, 0.501135, 0.399392, 8.617999, 3.172434, 6.250304
0.091098, 0.951581, 0.499217, 0.299158, 0.501210, 0.400539, 0.499146, 0.598994, 0.501389, 0.299919, 0.498898, 0.399974, 1.021283, 13.402190, 1.936594
0.926493, 0.402368, 0.498619, 0.500102, 0.501616, 0.399467, 0.498265, 0.700349, 0.501515, 0.400231, 0.500828, 0.499341, 0.861903, 0.631120, 9.210703
0.000000, 0.957081, 0.499217, 0.299158, 0.501210, 0.400789, 0.499146, 0.598994, 0.501789, 0.299919, 0.498898, 0.399974, 0.935777, 13.859517, 0.000000
0.795458, 0.399626, 0.498619, 0.498591, 0.502027, 0.399467, 0.498580, 0.699796, 0.501236, 0.400231, 0.500877, 0.499341, 2.450932, 1.778506, 9.098532
0.011824, 0.948962, 0.499039, 0.299470, 0.501314, 0.400052, 0.500093, 0.598994, 0.501151, 0.299919, 0.498271, 0.399974, 1.091950, 13.591100, 0.253267
0.009749, 0.948829, 0.498779, 0.299470, 0.501314, 0.400052, 0.500093, 0.598994, 0.501151, 0.299919, 0.498271, 0.399974, 1.103822, 13.703162, 0.210542
0.000000, 0.022751, 0.500411, 0.397963, 0.500883, 0.400371, 0.499100, 0.598203, 0.498673, 0.299738, 0.501924, 0.401940, 12.624505, 0.451361, 0.000000
0.001235, 0.606956, 0.499217, 0.398919, 0.501210, 0.399435, 0.499146, 0.598994, 0.501389, 0.299919, 0.498713, 0.399974, 6.236824, 8.784519, 0.020893
