Var1, Var2, Var3, Var4, Var5, Var6, Var7, Var8, Var9, Var10, Var11, Var12, Obj1, Obj2, Obj3
0.993231, 1.000000, 0.518207, 0.498607, 0.490658, 0.487275, 0.502029, 0.507093, 0.518619, 0.481792, 0.500634, 0.507301, 0.000000, 0.700216, 0.715848
0.992955, 0.613586, 0.498286, 0.499152, 0.500683, 0.496425, 0.483696, 0.494398, 0.498577, 0.509435, 0.490089, 0.496516, 0.715089, 0.000000, 0.699771
0.663396, 0.993077, 0.516768, 0.502670, 0.488769, 0.519714, 0.522293, 0.511384, 0.525712, 0.514605, 0.489005, 0.493844, 0.709700, 0.707995, 0.000000
0.990543, 0.993154, 0.502014, 0.500937, 0.506962, 0.521570, 0.485272, 0.493296, 0.515465, 0.509445, 0.496882, 0.461503, 0.579275, 0.584992, 0.572217
0.870847, 0.640184, 0.501735, 0.498328, 0.497293, 0.501407, 0.501339, 0.497744, 0.499869, 0.501482, 0.500785, 0.496587, 1.000036, 0.000000, 0.000002
1.000000, 0.970741, 0.502029, 0.498394, 0.505968, 0.501710, 0.503521, 0.496768, 0.498809, 0.499629, 0.501725, 0.501739, 0.000000, 0.000000, 1.000076
0.872250, 0.636836, 0.498251, 0.500404, 0.497293, 0.501407, 0.501339, 0.497744, 0.499869, 0.496118, 0.500104, 0.500640, 1.000035, 0.000000, 0.000002
0.993367, 0.742771, 0.499386, 0.499152, 0.497764, 0.506432, 0.498116, 0.495346, 0.497390, 0.488831, 0.503402, 0.502724, 0.691548, 0.000000, 0.722640
0.992121, 0.999592, 0.540850, 0.497079, 0.500698, 0.505379, 0.506838, 0.494414, 0.490618, 0.506172, 0.489080, 0.502285, 0.047582, 0.757013, 0.654784
0.979405, 0.998365, 0.492205, 0.495551, 0.518855, 0.500508, 0.494693, 0.521855, 0.479041, 0.510629, 0.493462, 0.493998, 0.230732, 0.954908, 0.195095
0.889438, 0.990863, 0.500509, 0.520903, 0.498543, 0.500854, 0.487766, 0.498393, 0.504532, 0.464813, 0.492158, 0.498649, 0.811171, 0.588076, 0.000013
0.997980, 0.991792, 0.479766, 0.498079, 0.499406, 0.512326, 0.490611, 0.519434, 0.515138, 0.509511, 0.487100, 0.506132, 0.219291, 0.180602, 0.960420
0.979405, 0.981643, 0.494148, 0.495551, 0.482309, 0.494320, 0.483819, 0.492279, 0.506431, 0.478620, 0.506284, 0.496754, 0.952449, 0.239462, 0.195036
0.991638, 0.997306, 0.499899, 0.509468, 0.508551, 0.499387, 0.486734, 0.507142, 0.504544, 0.469074, 0.518539, 0.500258, 0.283101, 0.726786, 0.628538
0.982844, 0.992743, 0.503099, 0.470489, 0.488719, 0.492369, 0.493333, 0.498651, 0.449350, 0.505882, 0.497857, 0.493279, 0.700724, 0.663673, 0.275793
0.993186, 0.984183, 0.511277, 0.506035, 0.503538, 0.446973, 0.472111, 0.499362, 0.497212, 0.497794, 0.499607, 0.497427, 0.668968, 0.220910, 0.715029
0.979405, 0.983082, 0.494148, 0.495551, 0.484446, 0.494320, 0.483819, 0.492279, 0.503873, 0.492936, 0.506306, 0.496754, 0.941956, 0.276130, 0.194938
0.994392, 0.994397, 0.500789, 0.520903, 0.507167, 0.473781, 0.450179, 0.509686, 0.488309, 0.505248, 0.519372, 0.498649, 0.392583, 0.490268, 0.783659
0.979405, 0.997790, 0.492205, 0.495551, 0.503467, 0.509006, 0.494693, 0.513608, 0.481996, 0.498094, 0.493462, 0.500923, 0.301062, 0.934280, 0.194936
0.778989, 0.987446, 0.486989, 0.510238, 0.502274, 0.497026, 0.489688, 0.498739, 0.500165, 0.482385, 0.499523, 0.514123, 0.903823, 0.430020, 0.000000
0.984797, 0.976327, 0.494715, 0.498626, 0.498591, 0.492868, 0.487712, 0.541112, 0.500873, 0.503160, 0.488838, 0.507780, 0.935270, 0.134764, 0.333694
0.996288, 0.998424, 0.497646, 0.493494, 0.517906, 0.477981, 0.502195, 0.509402, 0.508455, 0.489617, 0.488937, 0.516409, 0.106616, 0.457120, 0.884710
0.971938, 0.996187, 0.485578, 0.510661, 0.476013, 0.488605, 0.496880, 0.477853, 0.505526, 0.513726, 0.508959, 0.499617, 0.477185, 0.876143, 0.091238
0.985262, 0.995281, 0.492205, 0.495551, 0.487691, 0.500508, 0.496563, 0.523572, 0.486316, 0.510629, 0.493462, 0.493053, 0.523660, 0.778778, 0.348810
0.982844, 0.998895, 0.495893, 0.495396, 0.490279, 0.504211, 0.494705, 0.511659, 0.479041, 0.501741, 0.493462, 0.494691, 0.157484, 0.949335, 0.274987
0.986283, 0.989423, 0.483597, 0.494558, 0.486048, 0.478459, 0.488422, 0.497738, 0.494537, 0.504927, 0.502784, 0.511559, 0.791641, 0.477119, 0.385029
0.994392, 0.991324, 0.500789, 0.520903, 0.506495, 0.473894, 0.471011, 0.505026, 0.526487, 0.508740, 0.518606, 0.498649, 0.496700, 0.383246, 0.782769
0.990025, 0.987295, 0.502080, 0.484933, 0.509188, 0.534244, 0.500331, 0.520675, 0.498900, 0.457529, 0.496672, 0.528320, 0.762965, 0.356699, 0.547484
0.998852, 1.000000, 0.480610, 0.500273, 0.493587, 0.505609, 0.500237, 0.521153, 0.495903, 0.501815, 0.501135, 0.497914, 0.000000, 0.169762, 0.986421
0.966957, 0.448756, 0.500788, 0.499388, 0.506020, 0.499733, 0.502912, 0.497467, 0.504454, 0.502428, 0.498168, 0.496503, 0.998606, 0.000000, 0.054533
0.996769, 0.929558, 0.467920, 0.495528, 0.498802, 0.502076, 0.484895, 0.494839, 0.486983, 0.495535, 0.508817, 0.509004, 0.421481, 0.000445, 0.908665
0.989154, 0.996521, 0.498556, 0.515978, 0.505151, 0.497266, 0.493252, 0.512584, 0.502100, 0.513028, 0.408028, 0.507801, 0.388743, 0.780372, 0.508291
0.997362, 0.996490, 0.517051, 0.465111, 0.504747, 0.503608, 0.500896, 0.498689, 0.504732, 0.497582, 0.510178, 0.500452, 0.160402, 0.319207, 0.935808
0.985943, 0.999581, 0.502799, 0.522532, 0.518617, 0.492164, 0.485325, 0.510302, 0.473737, 0.501943, 0.473219, 0.510857, 0.059919, 0.928813, 0.373191
0.986283, 0.973647, 0.483597, 0.508133, 0.491206, 0.484794, 0.472139, 0.484650, 0.491629, 0.504927, 0.477007, 0.511559, 0.919876, 0.100394, 0.385460
0.802001, 1.000000, 0.497911, 0.499332, 0.500904, 0.498648, 0.494717, 0.499069, 0.500923, 0.500056, 0.498477, 0.496543, 0.000000, 1.000051, 0.000000
0.838857, 0.999489, 0.503476, 0.499332, 0.500904, 0.500499, 0.494717, 0.499069, 0.500913, 0.500056, 0.500984, 0.496543, 0.078152, 0.996998, 0.000000
0.878899, 0.820092, 0.503476, 0.499332, 0.500607, 0.500499, 0.498028, 0.499069, 0.500396, 0.498496, 0.500984, 0.496543, 1.000033, 0.000000, 0.000004
0.997697, 0.803287, 0.496220, 0.513605, 0.495756, 0.505795, 0.495341, 0.514703, 0.477261, 0.498190, 0.504870, 0.504432, 0.318192, 0.000000, 0.949137
0.966957, 0.459517, 0.500788, 0.499388, 0.506020, 0.500599, 0.502912, 0.497467, 0.501158, 0.502428, 0.498168, 0.496503, 0.998587, 0.000000, 0.054532
