Var1, Var2, Var3, Var4, Var5, Var6, Var7, Var8, Var9, Var10, Var11, Var12, Obj1, Obj2, Obj3
0.993089, 1.000000, 0.494397, 0.501555, 0.502007, 0.502880, 0.518374, 0.509882, 0.497044, 0.503659, 0.538880, 0.495492, 0.000000, 0.708746, 0.708346
0.993293, 0.845883, 0.482271, 0.493863, 0.489467, 0.497525, 0.508358, 0.499108, 0.514411, 0.511641, 0.499849, 0.507547, 0.696350, 0.000000, 0.719012
0.510474, 0.993145, 0.496319, 0.499072, 0.499351, 0.486757, 0.507239, 0.497491, 0.516164, 0.489363, 0.500806, 0.493759, 0.704623, 0.710516, 0.000000
0.991161, 0.993545, 0.536644, 0.516113, 0.504819, 0.560406, 0.524509, 0.463659, 0.507882, 0.510109, 0.505897, 0.528326, 0.547869, 0.589492, 0.607289
0.891645, 0.718638, 0.504531, 0.497439, 0.498959, 0.501385, 0.501783, 0.499858, 0.500847, 0.501226, 0.500247, 0.501869, 1.000039, 0.000000, 0.000016
1.000000, 0.889770, 0.499977, 0.496786, 0.499355, 0.502155, 0.502213, 0.498642, 0.499042, 0.505931, 0.498720, 0.501642, 0.000000, 0.000000, 1.000063
0.935339, 0.715528, 0.503339, 0.498048, 0.501536, 0.505042, 0.503975, 0.499858, 0.500847, 0.501668, 0.504173, 0.501869, 1.000081, 0.000000, 0.001964
0.994087, 0.793281, 0.512140, 0.506511, 0.497608, 0.495166, 0.500741, 0.498169, 0.503494, 0.505931, 0.511257, 0.506067, 0.646590, 0.000000, 0.763406
0.581647, 0.992524, 0.499299, 0.487064, 0.493534, 0.510845, 0.506190, 0.507735, 0.504367, 0.484631, 0.490178, 0.471345, 0.738505, 0.676617, 0.000000
0.980912, 0.998380, 0.565172, 0.501475, 0.497899, 0.466557, 0.493932, 0.501188, 0.491172, 0.508612, 0.504664, 0.481263, 0.228183, 0.952817, 0.227988
0.981793, 0.981257, 0.513153, 0.468262, 0.511336, 0.513130, 0.495901, 0.521787, 0.492947, 0.470128, 0.557646, 0.484827, 0.947936, 0.228775, 0.249111
0.997814, 0.990870, 0.500875, 0.518588, 0.516200, 0.529350, 0.504837, 0.490084, 0.489752, 0.511005, 0.499554, 0.463497, 0.246716, 0.179034, 0.955714
0.992386, 0.999558, 0.493116, 0.490494, 0.502697, 0.529640, 0.499990, 0.454821, 0.456477, 0.495321, 0.474221, 0.484173, 0.050853, 0.746871, 0.671881
0.993293, 0.986106, 0.490298, 0.493863, 0.489467, 0.493480, 0.508358, 0.501849, 0.502160, 0.511641, 0.497475, 0.507547, 0.644423, 0.263164, 0.718740
0.981984, 0.992975, 0.495295, 0.540401, 0.547323, 0.519994, 0.435007, 0.472237, 0.495125, 0.485149, 0.497544, 0.506581, 0.697149, 0.684381, 0.254680
0.992386, 0.997845, 0.500702, 0.488248, 0.530929, 0.498349, 0.498720, 0.501308, 0.474877, 0.495321, 0.502051, 0.500250, 0.223758, 0.711150, 0.669118
0.988847, 0.697269, 0.514644, 0.499856, 0.494599, 0.497028, 0.522930, 0.498184, 0.489799, 0.500959, 0.501837, 0.504724, 0.872710, 0.000000, 0.490105
0.986178, 0.990538, 0.491848, 0.501433, 0.495706, 0.525623, 0.499177, 0.489981, 0.491334, 0.523725, 0.505764, 0.482110, 0.760872, 0.528494, 0.381369
0.347845, 0.999826, 0.499893, 0.496342, 0.499909, 0.499257, 0.504176, 0.497522, 0.503974, 0.497532, 0.517861, 0.502907, 0.027085, 1.000020, 0.000000
0.986178, 0.995498, 0.496159, 0.532235, 0.484852, 0.526460, 0.515306, 0.506834, 0.502025, 0.500642, 0.495679, 0.487065, 0.500584, 0.780198, 0.381605
0.989288, 0.996513, 0.488105, 0.492276, 0.496788, 0.510400, 0.524509, 0.434033, 0.533670, 0.519489, 0.505353, 0.501596, 0.386949, 0.774874, 0.513342
0.878967, 0.833957, 0.504531, 0.494800, 0.499515, 0.505042, 0.503975, 0.497084, 0.499087, 0.501668, 0.494882, 0.501869, 1.000131, 0.000000, 0.000004
0.999722, 0.889770, 0.503960, 0.496786, 0.499355, 0.502155, 0.500741, 0.498642, 0.506628, 0.505931, 0.498720, 0.501642, 0.043119, 0.000001, 0.999187
0.682245, 0.997732, 0.518065, 0.499656, 0.499674, 0.505959, 0.497438, 0.498802, 0.484758, 0.493308, 0.511022, 0.502907, 0.313894, 0.950276, 0.000000
1.000000, 0.980085, 0.494845, 0.506015, 0.500489, 0.500067, 0.500741, 0.497711, 0.493843, 0.501154, 0.496883, 0.499924, 0.000000, 0.000000, 1.000118
0.955780, 0.715528, 0.503339, 0.498048, 0.507905, 0.505042, 0.504406, 0.497420, 0.500847, 0.501668, 0.504173, 0.498476, 1.000007, 0.000000, 0.017058
0.988908, 0.987835, 0.505074, 0.502667, 0.502412, 0.495027, 0.504862, 0.492769, 0.503147, 0.498586, 0.505382, 0.483293, 0.779503, 0.388042, 0.492663
0.997455, 0.996592, 0.458387, 0.527764, 0.540784, 0.487438, 0.492984, 0.508207, 0.491592, 0.520929, 0.490736, 0.500400, 0.152623, 0.312505, 0.942943
0.994787, 0.991699, 0.497496, 0.499494, 0.493917, 0.489251, 0.476683, 0.482850, 0.499773, 0.499150, 0.475575, 0.481326, 0.463968, 0.377119, 0.803993
0.707616, 0.985150, 0.497695, 0.485800, 0.477803, 0.495008, 0.493354, 0.475640, 0.514018, 0.490875, 0.497486, 0.498087, 0.940283, 0.345217, 0.000000
0.983873, 0.999115, 0.496159, 0.500833, 0.504870, 0.512246, 0.470721, 0.500361, 0.482589, 0.505626, 0.524619, 0.505517, 0.126630, 0.946109, 0.304765
0.996520, 0.878847, 0.508842, 0.496930, 0.503063, 0.484705, 0.501893, 0.507788, 0.504925, 0.488533, 0.496322, 0.492398, 0.446309, 0.000002, 0.895574
0.378170, 1.000000, 0.499893, 0.496342, 0.499909, 0.500637, 0.500521, 0.497522, 0.503974, 0.499960, 0.503271, 0.502907, 0.000000, 1.000055, 0.000000
0.994613, 0.995976, 0.443455, 0.505173, 0.493214, 0.479046, 0.533517, 0.525712, 0.480535, 0.490688, 0.456397, 0.502095, 0.305984, 0.532825, 0.798914
0.996193, 1.000000, 0.496669, 0.501742, 0.507132, 0.502880, 0.518374, 0.521562, 0.497044, 0.509116, 0.514568, 0.496552, 0.000000, 0.478348, 0.879527
0.425564, 0.996573, 0.497868, 0.476724, 0.509191, 0.492151, 0.494709, 0.502979, 0.486641, 0.455122, 0.506485, 0.501003, 0.442095, 0.900273, 0.000000
0.987957, 0.999115, 0.496159, 0.500833, 0.513212, 0.498161, 0.518374, 0.500361, 0.496737, 0.508612, 0.498620, 0.505517, 0.118494, 0.885319, 0.451073
0.438507, 0.986175, 0.497116, 0.484833, 0.496240, 0.494327, 0.485941, 0.485316, 0.507492, 0.480876, 0.500378, 0.500186, 0.925792, 0.380986, 0.000000
0.985123, 0.980791, 0.509220, 0.526470, 0.570239, 0.524276, 0.497378, 0.504142, 0.497615, 0.487449, 0.491089, 0.474815, 0.921825, 0.211781, 0.346205
0.969646, 0.920172, 0.513159, 0.508147, 0.503892, 0.498011, 0.506379, 0.503665, 0.505904, 0.514282, 0.505615, 0.502985, 0.997998, 0.000382, 0.071996
0.998265, 1.000000, 0.496669, 0.501742, 0.500771, 0.436398, 0.492452, 0.521562, 0.504783, 0.565925, 0.514568, 0.463258, 0.000000, 0.250333, 0.979015
0.998240, 0.986106, 0.490298, 0.493863, 0.489467, 0.493922, 0.508358, 0.501849, 0.502160, 0.511641, 0.508601, 0.507547, 0.232523, 0.094956, 0.968589
0.988381, 0.990870, 0.496454, 0.502835, 0.511627, 0.507444, 0.498329, 0.492012, 0.489752, 0.500940, 0.468468, 0.499226, 0.715813, 0.519443, 0.469628
0.993293, 0.931829, 0.490298, 0.482282, 0.487693, 0.497525, 0.508358, 0.501849, 0.501039, 0.509509, 0.508251, 0.507547, 0.696290, 0.000939, 0.718951
0.652752, 0.979703, 0.501343, 0.491423, 0.500942, 0.495008, 0.491371, 0.487326, 0.507337, 0.508882, 0.497486, 0.490394, 0.980205, 0.200832, 0.000000
0.975757, 0.780467, 0.447287, 0.498048, 0.507905, 0.505042, 0.504406, 0.496252, 0.496890, 0.496600, 0.504173, 0.501869, 0.993822, 0.000000, 0.134975
0.969409, 0.992803, 0.507483, 0.461207, 0.508057, 0.491884, 0.481870, 0.485852, 0.495054, 0.511451, 0.468468, 0.480649, 0.723789, 0.691857, 0.070481
0.998826, 0.733056, 0.513159, 0.509539, 0.499355, 0.496243, 0.514706, 0.497561, 0.508978, 0.505931, 0.494078, 0.505954, 0.173378, 0.000000, 0.985553
0.980912, 0.997411, 0.477675, 0.501475, 0.495171, 0.485662, 0.493758, 0.502097, 0.500781, 0.508612, 0.508309, 0.491283, 0.342241, 0.912901, 0.226868
0.992425, 0.990870, 0.500875, 0.519870, 0.511627, 0.529350, 0.504837, 0.494982, 0.489752, 0.511005, 0.468468, 0.463497, 0.603150, 0.437688, 0.672787
0.982711, 0.920172, 0.496676, 0.509573, 0.503892, 0.498011, 0.470667, 0.514515, 0.505904, 0.515988, 0.489184, 0.509761, 0.964167, 0.000369, 0.271618
0.988301, 0.995210, 0.507933, 0.481736, 0.474931, 0.484670, 0.518825, 0.494314, 0.505460, 0.509215, 0.489144, 0.523362, 0.500198, 0.732723, 0.466663
0.996360, 0.995557, 0.485012, 0.517807, 0.512979, 0.493008, 0.500912, 0.495254, 0.514076, 0.513209, 0.493493, 0.505349, 0.247344, 0.390620, 0.888082
0.999055, 0.885062, 0.513159, 0.501541, 0.505523, 0.502829, 0.492234, 0.488106, 0.506735, 0.515988, 0.513042, 0.505438, 0.141372, 0.000001, 0.990882
0.984634, 0.996870, 0.493299, 0.523733, 0.511224, 0.518570, 0.542200, 0.499010, 0.518890, 0.493439, 0.493612, 0.487003, 0.388957, 0.864588, 0.328867
0.991940, 0.996461, 0.493484, 0.534556, 0.484148, 0.543275, 0.466530, 0.513634, 0.512215, 0.524405, 0.475902, 0.512904, 0.347926, 0.686903, 0.647663
0.627898, 0.970844, 0.516671, 0.495333, 0.502893, 0.499158, 0.501931, 0.511057, 0.498911, 0.487692, 0.500829, 0.494775, 0.997295, 0.081445, 0.000000
0.682245, 0.999506, 0.518065, 0.499656, 0.499674, 0.505959, 0.497438, 0.498802, 0.484758, 0.493308, 0.511022, 0.502907, 0.075719, 0.997909, 0.000000
0.996444, 0.991699, 0.497496, 0.499494, 0.493917, 0.489251, 0.476683, 0.482850, 0.499773, 0.499150, 0.475575, 0.481326, 0.352650, 0.286639, 0.892953
0.999310, 1.000000, 0.499673, 0.510864, 0.507416, 0.507088, 0.507545, 0.492397, 0.485444, 0.479769, 0.505718, 0.523097, 0.000000, 0.104748, 0.996033
0.985123, 0.992975, 0.495295, 0.540401, 0.544954, 0.519994, 0.458653, 0.490455, 0.505825, 0.494575, 0.497544, 0.516849, 0.674305, 0.661956, 0.345868
0.995872, 0.985902, 0.505074, 0.502667, 0.491739, 0.495027, 0.497529, 0.492769, 0.446471, 0.521654, 0.505382, 0.483293, 0.473067, 0.188817, 0.864999
0.988301, 0.992866, 0.446710, 0.481736, 0.474931, 0.484670, 0.518825, 0.494314, 0.505460, 0.509215, 0.510486, 0.523362, 0.640101, 0.617824, 0.467952
0.999151, 1.000000, 0.497368, 0.503785, 0.512736, 0.499847, 0.515580, 0.499847, 0.496367, 0.501136, 0.490704, 0.505507, 0.000000, 0.127626, 0.992384
0.682245, 0.999541, 0.501930, 0.508427, 0.511717, 0.505959, 0.494105, 0.505940, 0.486516, 0.496141, 0.511022, 0.492999, 0.070471, 0.998200, 0.000000
