Var1, Var2, Var3, Var4, Var5, Var6, Var7, Var8, Var9, Var10, Var11, Var12, Obj1, Obj2, Obj3
0.993054, 1.000000, 0.499488, 0.498874, 0.500983, 0.500698, 0.499971, 0.500441, 0.500535, 0.499921, 0.499654, 0.499513, 0.000000, 0.709244, 0.704969
0.993054, 0.583504, 0.499488, 0.498874, 0.500624, 0.500021, 0.499971, 0.500441, 0.500535, 0.499921, 0.499654, 0.499513, 0.709243, 0.000000, 0.704968
0.540703, 0.993058, 0.499564, 0.500317, 0.499465, 0.493941, 0.501232, 0.500106, 0.502171, 0.499821, 0.498608, 0.501109, 0.709080, 0.705195, 0.000000
0.990995, 0.993968, 0.499373, 0.500236, 0.468449, 0.499620, 0.501010, 0.495887, 0.500188, 0.506600, 0.501840, 0.453044, 0.528071, 0.610607, 0.595687
0.346333, 0.923694, 0.500408, 0.499993, 0.499946, 0.500042, 0.499958, 0.500022, 0.500310, 0.500022, 0.499912, 0.499652, 1.000000, 0.000561, 0.000000
0.966944, 0.783629, 0.501352, 0.499848, 0.500122, 0.500165, 0.500357, 0.500650, 0.499907, 0.500267, 0.500923, 0.500424, 0.998520, 0.000000, 0.054455
0.022630, 1.000000, 0.500408, 0.499993, 0.500041, 0.500042, 0.499958, 0.500022, 0.500255, 0.500022, 0.500116, 0.499652, 0.000000, 1.000000, 0.000000
1.000000, 0.832992, 0.500025, 0.499848, 0.499482, 0.499665, 0.499979, 0.500088, 0.500303, 0.500198, 0.499600, 0.500033, 0.000000, 0.000000, 1.000001
0.385713, 0.999276, 0.500121, 0.499402, 0.500244, 0.500042, 0.499958, 0.498766, 0.499716, 0.500189, 0.500777, 0.499652, 0.109475, 0.993992, 0.000000
0.998678, 0.266289, 0.499987, 0.498236, 0.499722, 0.498749, 0.499492, 0.499822, 0.501741, 0.499367, 0.499006, 0.499432, 0.193366, 0.000000, 0.981137
0.980280, 0.998589, 0.500186, 0.500390, 0.499989, 0.499781, 0.500073, 0.498247, 0.500218, 0.500142, 0.500694, 0.498691, 0.200617, 0.956301, 0.212726
0.994421, 1.000000, 0.499636, 0.497687, 0.500198, 0.500923, 0.500346, 0.500453, 0.499563, 0.499739, 0.499692, 0.500454, 0.000000, 0.623394, 0.781917
0.994421, 0.533402, 0.499447, 0.498339, 0.500463, 0.500089, 0.500711, 0.500078, 0.499570, 0.499739, 0.499875, 0.499371, 0.623393, 0.000000, 0.781915
0.981056, 0.980722, 0.487571, 0.500253, 0.497957, 0.499573, 0.499923, 0.499339, 0.500978, 0.499635, 0.499561, 0.498433, 0.948994, 0.216453, 0.229967
0.992732, 0.997743, 0.497644, 0.500496, 0.499093, 0.501239, 0.498801, 0.502241, 0.497482, 0.500948, 0.499979, 0.499462, 0.226965, 0.690271, 0.687064
0.983013, 0.992289, 0.499463, 0.500163, 0.495837, 0.499247, 0.499637, 0.500073, 0.500303, 0.500879, 0.490211, 0.502308, 0.719209, 0.636319, 0.279424
0.239940, 0.986463, 0.500574, 0.500765, 0.500353, 0.499094, 0.500317, 0.500099, 0.501743, 0.499852, 0.499747, 0.499878, 0.920302, 0.391221, 0.000000
0.997306, 0.993417, 0.498811, 0.501807, 0.499997, 0.500282, 0.501265, 0.508565, 0.500304, 0.501225, 0.499472, 0.501452, 0.249845, 0.263245, 0.931905
0.992518, 0.987282, 0.499580, 0.499800, 0.499853, 0.498927, 0.499517, 0.500608, 0.498983, 0.501263, 0.501793, 0.491687, 0.668449, 0.312055, 0.675242
0.992518, 0.981428, 0.500573, 0.500273, 0.500087, 0.498634, 0.500208, 0.500306, 0.499600, 0.500188, 0.499788, 0.499883, 0.716334, 0.176031, 0.675192
