Var1, Var2, Var3, Var4, Var5, Var6, Var7, Var8, Var9, Var10, Var11, Var12, Obj1, Obj2, Obj3
0.536954, 1.000000, 0.701747, 0.498042, 0.500039, 0.400233, 0.700171, 0.099663, 0.500125, 0.398738, 0.498882, 0.500047, 0.000000, 19.339690, 21.726127
1.000000, 0.924344, 0.701419, 0.399407, 0.500345, 0.400100, 0.700673, 0.099849, 0.499984, 0.398738, 0.499987, 0.500047, 0.000000, 0.000000, 29.032091
0.000000, 0.502949, 0.699505, 0.398733, 0.499611, 0.498112, 0.700893, 0.100415, 0.500016, 0.397293, 0.498856, 0.499487, 21.189589, 21.386785, 0.000000
0.362919, 0.475829, 0.700538, 0.398108, 0.498579, 0.399491, 0.701174, 0.100520, 0.499975, 0.300745, 0.501145, 0.500047, 20.346578, 18.857384, 17.784153
0.970367, 1.000000, 0.701073, 0.400057, 0.500053, 0.399796, 0.701007, 0.100553, 0.499971, 0.399460, 0.499885, 0.500047, 0.000000, 1.331255, 28.579724
0.000000, 1.000000, 0.700534, 0.400064, 0.500089, 0.498264, 0.700257, 0.100842, 0.499898, 0.399640, 0.500258, 0.499767, 0.000000, 27.828064, 0.000000
0.000000, 0.004026, 0.601034, 0.100109, 0.500262, 0.399970, 0.596919, 0.101843, 0.500033, 0.299816, 0.500135, 0.200300, 51.586482, 0.326235, 0.000000
0.982638, 1.000000, 0.701073, 0.400057, 0.500053, 0.399796, 0.701007, 0.100553, 0.499971, 0.399460, 0.499885, 0.500047, 0.000000, 0.780182, 28.600073
0.482638, 0.924344, 0.701669, 0.400069, 0.499877, 0.400100, 0.701007, 0.099767, 0.499985, 0.398738, 0.499885, 0.500047, 2.516547, 21.076006, 20.098433
0.151607, 0.776570, 0.699532, 0.398577, 0.499284, 0.498089, 0.700836, 0.099287, 0.500016, 0.397293, 0.499176, 0.499767, 10.104841, 27.599730, 7.134750
0.000000, 0.651654, 0.700574, 0.398264, 0.499190, 0.498089, 0.700865, 0.100119, 0.500020, 0.398016, 0.499182, 0.500500, 15.473109, 25.397744, 0.000000
0.000000, 0.169984, 0.601034, 0.100109, 0.500262, 0.400145, 0.596919, 0.102440, 0.500048, 0.299816, 0.500135, 0.200160, 50.195673, 13.730636, 0.000000
0.756754, 1.000000, 0.701073, 0.400057, 0.500053, 0.399796, 0.701007, 0.100553, 0.499971, 0.399460, 0.499885, 0.500047, 0.000000, 10.667803, 26.547521
0.832049, 1.000000, 0.701073, 0.400057, 0.500053, 0.399796, 0.701007, 0.100553, 0.499971, 0.399460, 0.499885, 0.500047, 0.000000, 7.460750, 27.620827
0.181459, 0.435531, 0.698688, 0.399464, 0.499541, 0.399930, 0.701007, 0.098831, 0.499904, 0.398738, 0.499955, 0.499751, 21.832659, 17.804867, 8.254890
