Var1, Var2, Var3, Var4, Var5, Var6, Var7, Var8, Var9, Var10, Var11, Var12, Obj1, Obj2, Obj3
0.495948, 1.000000, 0.498720, 0.599962, 0.500005, 0.499985, 0.500011, 0.699962, 0.400119, 0.599935, 0.400062, 0.399949, 0.000000, 7.345539, 7.252620
0.503166, 0.000000, 0.400140, 0.599929, 0.499762, 0.500145, 0.499978, 0.699865, 0.400163, 0.600534, 0.399982, 0.400076, 7.798046, 0.000000, 7.875989
0.000000, 0.500000, 0.498720, 0.599916, 0.500012, 0.499735, 0.500011, 0.699910, 0.400092, 0.599935, 0.400031, 0.399949, 7.308250, 7.308250, 0.000000
0.371543, 0.504859, 0.498955, 0.599885, 0.499809, 0.499511, 0.500176, 0.699945, 0.399880, 0.599987, 0.400046, 0.399617, 6.040493, 6.133421, 5.684657
0.000000, 1.000000, 0.498900, 0.599962, 0.499523, 0.499735, 0.500011, 0.699913, 0.400037, 0.599935, 0.400031, 0.399949, 0.000000, 10.295285, 0.000000
0.991896, 0.359021, 0.400500, 0.599910, 0.498798, 0.499980, 0.500141, 0.700004, 0.400003, 0.600008, 0.400014, 0.400088, 0.121873, 0.077081, 11.327196
0.000000, 0.000000, 0.400140, 0.599851, 0.499715, 0.500011, 0.500004, 0.699905, 0.400044, 0.600419, 0.399952, 0.400034, 11.060100, 0.000000, 0.000000
0.057250, 0.005240, 0.400140, 0.599918, 0.499837, 0.499996, 0.499954, 0.699865, 0.400044, 0.600135, 0.399972, 0.400047, 10.965764, 0.090262, 0.988836
0.464288, 0.918406, 0.498718, 0.599876, 0.500051, 0.499722, 0.500010, 0.699822, 0.400043, 0.600128, 0.399727, 0.400011, 0.987832, 7.665143, 6.906697
0.464288, 0.806907, 0.498718, 0.599899, 0.500051, 0.499722, 0.500010, 0.699822, 0.400043, 0.600128, 0.399727, 0.400011, 2.308232, 7.375351, 6.906321
0.864495, 0.410765, 0.498252, 0.599927, 0.499809, 0.499955, 0.500044, 0.700016, 0.400436, 0.600080, 0.399996, 0.399613, 1.802571, 1.356798, 10.439094
0.057250, 0.068449, 0.400140, 0.599952, 0.499837, 0.499996, 0.499954, 0.699865, 0.400044, 0.600250, 0.399972, 0.400047, 10.913569, 1.177962, 0.989812
0.000000, 0.630155, 0.498723, 0.599958, 0.499809, 0.499778, 0.499839, 0.699944, 0.400118, 0.600217, 0.399994, 0.399702, 5.696559, 8.676787, 0.000000
0.468868, 0.000000, 0.400140, 0.599929, 0.499762, 0.500011, 0.499978, 0.699865, 0.400044, 0.600419, 0.399982, 0.400034, 8.188160, 0.000000, 7.424087
0.484711, 0.000000, 0.400140, 0.599904, 0.499762, 0.500011, 0.499978, 0.699865, 0.400044, 0.600419, 0.399992, 0.400034, 8.000937, 0.000000, 7.625577
0.185772, 0.489239, 0.498955, 0.599885, 0.499809, 0.499511, 0.500176, 0.699945, 0.399880, 0.599987, 0.399994, 0.399617, 7.103721, 6.867546, 2.967976
0.185772, 0.809729, 0.498955, 0.599888, 0.500347, 0.499649, 0.500090, 0.699900, 0.399880, 0.600128, 0.399994, 0.399617, 2.907781, 9.437576, 2.966410
