Var1, Var2, Var3, Var4, Var5, Var6, Var7, Var8, Var9, Var10, Var11, Var12, Obj1, Obj2, Obj3
0.164178, 1.000000, 0.599946, 0.600342, 0.200314, 0.500230, 0.499371, 0.499389, 0.299743, 0.599922, 0.599847, 0.500049, 0.000000, 17.614899, 4.646183
0.328357, 0.000000, 0.599919, 0.599873, 0.200314, 0.500181, 0.499683, 0.499843, 0.299834, 0.599899, 0.599904, 0.500214, 15.704609, 0.000000, 8.904106
0.000000, 0.509257, 0.599919, 0.601036, 0.200314, 0.500504, 0.499292, 0.499843, 0.299822, 0.599922, 0.599687, 0.500024, 12.829352, 13.207971, 0.000000
0.332089, 0.522933, 0.599919, 0.600454, 0.200314, 0.500226, 0.499763, 0.499843, 0.299790, 0.599922, 0.500337, 0.500143, 10.110420, 10.866410, 8.530683
1.000000, 1.000000, 0.600014, 0.599746, 0.098656, 0.499943, 0.499523, 0.499966, 0.299790, 0.600014, 0.599929, 0.499924, 0.000000, 0.000000, 25.536281
0.000000, 0.000000, 0.599872, 0.600004, 0.200314, 0.500045, 0.499683, 0.499891, 0.299743, 0.599818, 0.599567, 0.500213, 18.087646, 0.000000, 0.000000
0.000000, 1.000000, 0.599967, 0.599978, 0.098656, 0.499861, 0.499210, 0.500000, 0.299629, 0.600131, 0.600006, 0.500225, 0.000000, 25.648675, 0.000000
0.982303, 1.000000, 0.600014, 0.599746, 0.098656, 0.499943, 0.499913, 0.499966, 0.299788, 0.600014, 0.599929, 0.500024, 0.000000, 0.708538, 25.482135
0.024374, 1.000000, 0.599937, 0.599875, 0.099272, 0.500163, 0.498904, 0.499943, 0.299634, 0.500607, 0.599981, 0.499932, 0.000000, 24.502621, 0.938569
0.123024, 0.126392, 0.599919, 0.600714, 0.200314, 0.500019, 0.499798, 0.499843, 0.299672, 0.599922, 0.599723, 0.500155, 17.487993, 3.518354, 3.490752
0.328357, 0.100329, 0.599919, 0.599873, 0.200314, 0.500181, 0.499683, 0.499843, 0.299838, 0.599899, 0.599882, 0.500214, 15.510058, 2.464763, 8.904146
0.253952, 0.946814, 0.599919, 0.601036, 0.200314, 0.500361, 0.499292, 0.499905, 0.299845, 0.599922, 0.599927, 0.500024, 1.412552, 16.868497, 7.135054
0.916839, 1.000000, 0.600014, 0.599585, 0.194933, 0.499943, 0.499718, 0.499966, 0.299788, 0.600014, 0.599929, 0.500024, 0.000000, 3.047111, 23.193612
0.171745, 0.509257, 0.599919, 0.600452, 0.200314, 0.500185, 0.499763, 0.499843, 0.299743, 0.599922, 0.500337, 0.500143, 11.498150, 11.837483, 4.563234
0.164178, 0.946814, 0.599946, 0.600342, 0.200314, 0.500228, 0.499371, 0.499905, 0.299743, 0.599922, 0.599847, 0.500049, 1.464089, 17.483935, 4.627780
0.418131, 0.946814, 0.599919, 0.601036, 0.200314, 0.500361, 0.499292, 0.499905, 0.299845, 0.599963, 0.599927, 0.500024, 1.213981, 14.497180, 11.216258
0.026080, 0.286018, 0.599919, 0.600653, 0.199777, 0.500015, 0.500155, 0.499843, 0.299750, 0.599922, 0.600023, 0.500012, 16.337284, 7.877236, 0.743421
