Var1, Var2, Var3, Var4, Var5, Var6, Var7, Var8, Var9, Var10, Var11, Var12, Obj1, Obj2, Obj3
0.993666, 1.000000, 0.503705, 0.485172, 0.507942, 0.512069, 0.489906, 0.519880, 0.501810, 0.537357, 0.535470, 0.493041, 0.000000, 0.675806, 0.742017
0.993198, 0.776469, 0.499212, 0.540097, 0.499544, 0.517357, 0.496053, 0.511098, 0.506326, 0.493483, 0.493795, 0.505696, 0.702719, 0.000000, 0.714559
0.000000, 0.993014, 0.490974, 0.499628, 0.502105, 0.506694, 0.504400, 0.497421, 0.502712, 0.496469, 0.499761, 0.502107, 0.711621, 0.702821, 0.000000
0.991812, 0.991543, 0.436095, 0.469102, 0.491751, 0.501709, 0.489906, 0.530358, 0.502081, 0.430412, 0.566695, 0.499077, 0.612759, 0.487331, 0.646631
0.881968, 0.761850, 0.498784, 0.497990, 0.501613, 0.498094, 0.502993, 0.500546, 0.498361, 0.502464, 0.499838, 0.498037, 1.000034, 0.000000, 0.000006
0.241630, 1.000000, 0.498053, 0.502176, 0.498954, 0.499645, 0.501961, 0.499283, 0.499933, 0.499870, 0.500750, 0.497924, 0.000000, 1.000019, 0.000000
1.000000, 0.769405, 0.498784, 0.497990, 0.501613, 0.501229, 0.501265, 0.501446, 0.500041, 0.502464, 0.499838, 0.498037, 0.000000, 0.000000, 1.000023
0.118390, 0.993432, 0.489349, 0.507580, 0.494299, 0.508459, 0.498546, 0.504103, 0.501582, 0.495669, 0.498835, 0.499548, 0.687780, 0.726355, 0.000000
0.998302, 0.746097, 0.493073, 0.504251, 0.471816, 0.498094, 0.497538, 0.480469, 0.496045, 0.498170, 0.502531, 0.497237, 0.243399, 0.000000, 0.971251
0.504962, 0.981552, 0.495804, 0.499826, 0.493591, 0.500928, 0.504067, 0.500562, 0.497958, 0.500449, 0.498459, 0.504224, 0.970468, 0.241648, 0.000000
0.444139, 0.998350, 0.499640, 0.499379, 0.500408, 0.497116, 0.505193, 0.502339, 0.496835, 0.515315, 0.494942, 0.507227, 0.236924, 0.971903, 0.000000
0.165934, 0.993594, 0.518388, 0.503281, 0.501969, 0.508459, 0.495800, 0.498086, 0.504598, 0.498686, 0.505937, 0.503562, 0.678152, 0.735624, 0.000000
0.992736, 0.714551, 0.479338, 0.498185, 0.514682, 0.506445, 0.467286, 0.504103, 0.522295, 0.498987, 0.525931, 0.501960, 0.728579, 0.000000, 0.689259
0.993298, 0.574360, 0.489269, 0.493987, 0.509900, 0.491825, 0.502511, 0.483324, 0.525950, 0.457923, 0.499428, 0.501356, 0.697529, 0.000000, 0.720802
0.993666, 0.998619, 0.503705, 0.485172, 0.520631, 0.509407, 0.489906, 0.505252, 0.509987, 0.529546, 0.515047, 0.498590, 0.135833, 0.660938, 0.740859
0.994633, 1.000000, 0.495350, 0.482917, 0.531061, 0.502314, 0.501763, 0.512284, 0.504945, 0.512566, 0.539469, 0.503446, 0.000000, 0.610051, 0.796384
0.988753, 0.999887, 0.500622, 0.497159, 0.515028, 0.519000, 0.489906, 0.507327, 0.500519, 0.518819, 0.535470, 0.501084, 0.015486, 0.876196, 0.486596
0.017136, 0.984890, 0.508897, 0.492438, 0.497375, 0.508364, 0.496072, 0.506760, 0.500100, 0.502244, 0.479192, 0.511631, 0.942660, 0.336285, 0.000000
0.997779, 0.997245, 0.500622, 0.485172, 0.511861, 0.506966, 0.491720, 0.471235, 0.509987, 0.521269, 0.535470, 0.502279, 0.114254, 0.287106, 0.954341
0.000000, 1.000000, 0.498053, 0.502292, 0.498954, 0.499645, 0.501961, 0.499283, 0.499933, 0.499870, 0.500750, 0.497924, 0.000000, 1.000020, 0.000000
0.984816, 0.802601, 0.483387, 0.509219, 0.497488, 0.449944, 0.503040, 0.507248, 0.499448, 0.494154, 0.503264, 0.498937, 0.945527, 0.000000, 0.334590
0.801955, 0.990267, 0.489349, 0.481502, 0.488798, 0.499448, 0.503939, 0.506760, 0.489815, 0.494463, 0.539465, 0.497203, 0.832496, 0.558247, 0.000000
0.765159, 0.848005, 0.499409, 0.502725, 0.499544, 0.498072, 0.501163, 0.500815, 0.501481, 0.501468, 0.501520, 0.499758, 1.000020, 0.000000, 0.000000
0.995712, 0.997245, 0.500622, 0.485172, 0.503091, 0.506966, 0.489906, 0.471235, 0.509987, 0.521269, 0.535470, 0.502279, 0.193439, 0.486088, 0.855777
0.408026, 0.995634, 0.502660, 0.490242, 0.495435, 0.507753, 0.501325, 0.500069, 0.500701, 0.501479, 0.511019, 0.497107, 0.528527, 0.849290, 0.000000
0.989264, 0.408572, 0.498550, 0.501343, 0.519644, 0.503744, 0.486765, 0.495108, 0.511428, 0.503397, 0.537541, 0.513177, 0.862896, 0.000000, 0.509973
0.994633, 0.985800, 0.565443, 0.510763, 0.508060, 0.506925, 0.489906, 0.509333, 0.511639, 0.513923, 0.578753, 0.499077, 0.572023, 0.225707, 0.802769
0.139238, 0.996507, 0.489349, 0.496600, 0.502105, 0.502329, 0.503563, 0.499292, 0.503580, 0.495669, 0.499761, 0.511631, 0.447494, 0.894639, 0.000000
0.049522, 0.997837, 0.502660, 0.498982, 0.498820, 0.504065, 0.495621, 0.498052, 0.498878, 0.500787, 0.510550, 0.497107, 0.301188, 0.953744, 0.000000
