Var1, Var2, Var3, Var4, Var5, Var6, Var7, Var8, Var9, Var10, Var11, Var12, Obj1, Obj2, Obj3
0.507625, 1.000000, 0.500000, 0.399446, 0.501002, 0.501254, 0.601086, 0.798711, 0.896645, 0.301627, 0.502064, 0.599107, 0.000000, 26.175078, 26.809736
0.000000, 0.467555, 0.500000, 0.399446, 0.400438, 0.401869, 0.499365, 0.700441, 0.899622, 0.300404, 0.501334, 0.598388, 22.811406, 20.597190, 0.000000
0.496111, 0.000000, 0.500000, 0.399446, 0.400438, 0.501515, 0.499174, 0.700531, 0.902633, 0.300876, 0.501120, 0.599649, 21.856480, 0.000000, 21.591031
1.000000, 1.000000, 0.500000, 0.399446, 0.499787, 0.501188, 0.601086, 0.699040, 0.899768, 0.299675, 0.500149, 0.599537, 0.000000, 0.000000, 28.821176
0.000000, 1.000000, 0.500000, 0.399446, 0.400438, 0.403594, 0.499651, 0.800620, 0.901202, 0.301618, 0.501877, 0.598450, 0.000000, 38.676547, 0.000000
0.511515, 0.967791, 0.500000, 0.399446, 0.498658, 0.501254, 0.601086, 0.798711, 0.899235, 0.302961, 0.501877, 0.599794, 1.285055, 25.377445, 26.346181
0.484216, 0.000000, 0.500000, 0.399446, 0.400438, 0.501515, 0.499174, 0.700829, 0.902633, 0.300477, 0.501246, 0.599967, 22.286620, 0.000000, 21.207991
0.000000, 0.847027, 0.500000, 0.399446, 0.400438, 0.501775, 0.499556, 0.701127, 0.903584, 0.299528, 0.501247, 0.598388, 7.787059, 31.780840, 0.000000
0.034295, 0.467555, 0.500000, 0.399446, 0.400438, 0.401869, 0.499365, 0.700367, 0.899622, 0.300404, 0.501334, 0.598388, 22.767284, 20.557350, 1.654082
0.034295, 0.555998, 0.500000, 0.399446, 0.400438, 0.401869, 0.499365, 0.700710, 0.899622, 0.300404, 0.501334, 0.598388, 19.756709, 23.578399, 1.658747
0.000000, 0.132337, 0.500000, 0.399446, 0.400438, 0.501775, 0.499174, 0.700367, 0.899352, 0.300369, 0.501041, 0.598713, 28.822649, 6.079324, 0.000000
0.010631, 0.383137, 0.500000, 0.399446, 0.400438, 0.401869, 0.499365, 0.700292, 0.899622, 0.300404, 0.501207, 0.598358, 25.270928, 17.356752, 0.512002
0.231085, 1.000000, 0.500000, 0.399446, 0.400438, 0.401869, 0.499556, 0.701127, 0.903584, 0.299528, 0.501060, 0.597708, 0.000000, 31.948755, 12.134673
0.000000, 0.980808, 0.500000, 0.399446, 0.400438, 0.401869, 0.499556, 0.701127, 0.903584, 0.299949, 0.501060, 0.598388, 1.012963, 33.590323, 0.000000
0.754003, 0.000000, 0.500000, 0.399446, 0.400438, 0.501482, 0.499174, 0.700531, 0.902633, 0.301280, 0.501120, 0.599649, 11.629688, 0.000000, 28.583557
0.000000, 0.790196, 0.500000, 0.399446, 0.400438, 0.401869, 0.499365, 0.700635, 0.899622, 0.300404, 0.501334, 0.598388, 9.962316, 29.126775, 0.000000
0.000000, 0.000000, 0.500000, 0.399446, 0.400438, 0.501775, 0.499174, 0.700367, 0.899352, 0.300335, 0.501041, 0.598713, 29.453382, 0.000000, 0.000000
0.242108, 0.009130, 0.500000, 0.399446, 0.400438, 0.501775, 0.499079, 0.700948, 0.901333, 0.301211, 0.500953, 0.599320, 27.910432, 0.400291, 11.158706
0.248055, 0.670141, 0.500000, 0.399446, 0.400438, 0.400851, 0.499365, 0.700441, 0.899622, 0.300404, 0.501334, 0.598388, 13.839742, 24.276102, 11.474905
0.000000, 0.984646, 0.500000, 0.399446, 0.400438, 0.401869, 0.499556, 0.701127, 0.903584, 0.299949, 0.501060, 0.598388, 0.810415, 33.595820, 0.000000
0.197529, 0.009130, 0.500000, 0.399446, 0.400438, 0.501775, 0.499079, 0.700948, 0.901333, 0.301211, 0.500953, 0.599320, 28.622700, 0.410506, 9.178329
0.000000, 0.670141, 0.500000, 0.399446, 0.400438, 0.401869, 0.499365, 0.700441, 0.899622, 0.300404, 0.501334, 0.598388, 15.221740, 26.700245, 0.000000
0.023029, 1.000000, 0.500000, 0.399446, 0.400438, 0.403594, 0.499556, 0.800620, 0.898390, 0.301618, 0.501877, 0.598635, 0.000000, 38.564805, 1.395660
0.010631, 0.298719, 0.500000, 0.399446, 0.400438, 0.401869, 0.499365, 0.700292, 0.899622, 0.300404, 0.501207, 0.598494, 27.271171, 13.826301, 0.510640
0.511515, 0.871162, 0.500000, 0.399446, 0.498658, 0.501254, 0.601086, 0.798711, 0.896645, 0.300675, 0.501877, 0.599870, 5.155384, 25.125308, 26.593783
0.000000, 0.976969, 0.500000, 0.399446, 0.400438, 0.401804, 0.499556, 0.701127, 0.903584, 0.299528, 0.500407, 0.598274, 1.211796, 33.481946, 0.000000
0.000000, 0.653266, 0.500000, 0.399446, 0.400438, 0.401869, 0.499365, 0.700441, 0.899622, 0.300404, 0.501221, 0.598388, 15.894331, 26.238375, 0.000000
0.248055, 0.701770, 0.500000, 0.399446, 0.400438, 0.400851, 0.499461, 0.700441, 0.899622, 0.300404, 0.501334, 0.598388, 12.607794, 24.915221, 11.466504
0.000000, 0.121912, 0.500000, 0.399446, 0.400438, 0.501645, 0.499174, 0.700367, 0.899352, 0.300369, 0.501041, 0.598713, 28.832024, 5.589810, 0.000000
