Var1, Var2, Var3, Var4, Var5, Var6, Var7, Var8, Var9, Var10, Var11, Var12, Obj1, Obj2, Obj3
0.821667, 1.000000, 0.399098, 0.398561, 0.499868, 0.602586, 0.599346, 0.499747, 0.400273, 0.302423, 0.402618, 0.498046, 0.000000, 4.477345, 15.563124
1.000000, 0.429421, 0.399149, 0.398095, 0.499868, 0.701886, 0.599346, 0.598911, 0.500576, 0.302423, 0.498508, 0.498046, 0.000000, 0.000000, 17.296295
0.000000, 0.461398, 0.198300, 0.396544, 0.300745, 0.401825, 0.297878, 0.704768, 0.500549, 0.400037, 0.403227, 0.397703, 29.603106, 26.214441, 0.000000
0.410328, 0.569952, 0.399124, 0.397935, 0.499868, 0.701886, 0.599346, 0.598947, 0.400341, 0.302423, 0.499275, 0.498046, 9.014249, 11.249890, 10.835350
1.000000, 0.357355, 0.399169, 0.398413, 0.499868, 0.701886, 0.599346, 0.598911, 0.500576, 0.302423, 0.498508, 0.498046, 0.000000, 0.000000, 17.063843
0.793673, 0.500412, 0.399098, 0.398573, 0.499868, 0.602586, 0.599346, 0.499747, 0.400341, 0.302423, 0.401881, 0.498046, 3.500686, 3.505222, 14.746290
0.177266, 0.595158, 0.399124, 0.397935, 0.499868, 0.701886, 0.599346, 0.598947, 0.400341, 0.302423, 0.499275, 0.498046, 10.298175, 13.949856, 4.956874
0.072467, 0.299035, 0.298409, 0.499933, 0.402606, 0.500048, 0.297329, 0.596975, 0.600848, 0.503537, 0.500041, 0.700974, 21.217977, 10.770607, 2.720366
0.789585, 0.966095, 0.399098, 0.398505, 0.499868, 0.602048, 0.599346, 0.499765, 0.500576, 0.302423, 0.401851, 0.498046, 0.243951, 4.576273, 13.356727
0.726328, 0.071982, 0.399149, 0.398345, 0.499868, 0.701886, 0.599346, 0.598911, 0.500576, 0.302423, 0.498124, 0.498046, 7.192984, 0.816788, 15.789576
0.023622, 0.017256, 0.298409, 0.499959, 0.402606, 0.500048, 0.297745, 0.596975, 0.601935, 0.503292, 0.499784, 0.700974, 23.803250, 0.645365, 0.883964
0.000000, 0.000000, 0.298409, 0.499670, 0.201712, 0.600424, 0.297511, 0.598578, 0.600848, 0.404008, 0.596494, 0.599510, 32.414748, 0.000000, 0.000000
0.793673, 0.637834, 0.399098, 0.398573, 0.499868, 0.602586, 0.599346, 0.499765, 0.400341, 0.302423, 0.401851, 0.498046, 2.664685, 4.167469, 14.724330
0.315095, 0.732305, 0.399124, 0.397935, 0.499868, 0.701886, 0.599346, 0.598947, 0.400341, 0.302423, 0.499275, 0.498046, 6.478194, 14.487239, 8.565886
0.055837, 0.842112, 0.399047, 0.397698, 0.302147, 0.599333, 0.599486, 0.702570, 0.398167, 0.401517, 0.500043, 0.697450, 6.097704, 24.080407, 2.184308
0.500925, 0.219851, 0.399098, 0.397935, 0.499868, 0.699032, 0.599346, 0.598947, 0.400884, 0.298651, 0.499275, 0.498046, 11.219324, 4.036244, 11.957957
0.315095, 0.862978, 0.399137, 0.397935, 0.503607, 0.701886, 0.599346, 0.598947, 0.400341, 0.302423, 0.499275, 0.498046, 3.868837, 17.696570, 9.777574
0.578579, 0.500412, 0.399098, 0.398573, 0.499868, 0.602586, 0.599346, 0.499747, 0.400341, 0.302423, 0.401881, 0.498046, 6.756906, 6.765662, 12.270472
0.315095, 0.604232, 0.399124, 0.397935, 0.499868, 0.701886, 0.599346, 0.598947, 0.400341, 0.302423, 0.499275, 0.498175, 9.193441, 12.832227, 8.520501
0.951730, 0.000000, 0.399149, 0.398345, 0.499868, 0.701886, 0.599346, 0.598911, 0.500576, 0.302423, 0.498508, 0.498046, 1.296467, 0.000000, 17.066135
0.157158, 0.000000, 0.298937, 0.499565, 0.400132, 0.596827, 0.297511, 0.598578, 0.600848, 0.402954, 0.596638, 0.700974, 26.292510, 0.000000, 6.625788
0.044026, 0.842112, 0.399047, 0.397698, 0.302147, 0.599333, 0.599486, 0.702570, 0.398167, 0.401517, 0.500043, 0.697450, 6.106602, 24.115546, 1.723099
0.041288, 0.000000, 0.298937, 0.499565, 0.400132, 0.596827, 0.297511, 0.598578, 0.600848, 0.402954, 0.596638, 0.700974, 27.057516, 0.000000, 1.757264
0.177266, 0.435630, 0.399124, 0.397935, 0.499868, 0.701886, 0.599346, 0.598947, 0.400341, 0.302423, 0.499275, 0.498046, 13.435709, 10.960504, 4.956874
0.520532, 0.500412, 0.399098, 0.398573, 0.499868, 0.602586, 0.599346, 0.499747, 0.400341, 0.302423, 0.401881, 0.498046, 7.518352, 7.528095, 11.348860
0.020644, 0.000000, 0.298673, 0.499565, 0.400132, 0.596827, 0.297511, 0.598596, 0.600848, 0.402954, 0.596638, 0.700974, 27.225654, 0.000000, 0.883162
0.589491, 0.000000, 0.399149, 0.398345, 0.499868, 0.701886, 0.599346, 0.598911, 0.500576, 0.302423, 0.497933, 0.498046, 10.529957, 0.000000, 14.001270
0.233082, 0.844629, 0.399047, 0.398187, 0.401007, 0.599333, 0.599486, 0.702570, 0.398167, 0.301653, 0.500043, 0.697706, 5.347888, 21.475783, 8.485529
0.134669, 0.800060, 0.399047, 0.398328, 0.302147, 0.599333, 0.599486, 0.702570, 0.398167, 0.300884, 0.500043, 0.598005, 7.155840, 22.030495, 4.974386
0.023622, 0.009383, 0.298409, 0.499972, 0.402606, 0.500048, 0.297329, 0.596975, 0.601935, 0.503292, 0.499784, 0.700974, 24.228147, 0.357124, 0.899510
0.134669, 0.724239, 0.399047, 0.398328, 0.302147, 0.599333, 0.599486, 0.702570, 0.398167, 0.300884, 0.500043, 0.598005, 9.722763, 21.024191, 4.974386
0.917091, 0.637834, 0.399098, 0.398891, 0.499868, 0.602586, 0.599346, 0.499747, 0.400341, 0.302230, 0.401851, 0.498046, 1.063389, 1.663101, 15.071736
0.000000, 1.000000, 0.399047, 0.397698, 0.302147, 0.498957, 0.599486, 0.702570, 0.398167, 0.198770, 0.500043, 0.697321, 0.000000, 32.151899, 0.000000
