Var1, Var2, Var3, Var4, Var5, Var6, Var7, Var8, Var9, Var10, Var11, Var12, Obj1, Obj2, Obj3
0.493533, 1.000000, 0.498582, 0.499912, 0.500354, 0.400005, 0.500697, 0.599929, 0.500280, 0.500327, 0.200011, 0.400756, 0.000000, 9.751121, 9.554993
0.500000, 0.000000, 0.500588, 0.599861, 0.500096, 0.400086, 0.599957, 0.599956, 0.599873, 0.498424, 0.199943, 0.400336, 11.723876, 0.000000, 11.723876
0.000000, 0.466426, 0.499088, 0.499851, 0.499536, 0.400738, 0.500856, 0.600104, 0.599625, 0.497959, 0.200256, 0.400391, 11.385150, 10.243433, 0.000000
0.493533, 0.678361, 0.498582, 0.499912, 0.500354, 0.400005, 0.500697, 0.599929, 0.500280, 0.500314, 0.200011, 0.400756, 4.719051, 8.531821, 9.553840
1.000000, 0.752167, 0.498582, 0.499912, 0.500178, 0.400090, 0.500697, 0.599943, 0.500158, 0.499862, 0.200011, 0.400365, 0.000000, 0.000000, 13.527025
0.000000, 0.991518, 0.401221, 0.500145, 0.500003, 0.400120, 0.600188, 0.599959, 0.599395, 0.499799, 0.199892, 0.400525, 0.218563, 16.404000, 0.000000
0.015992, 1.000000, 0.400865, 0.500145, 0.500003, 0.400055, 0.600188, 0.600034, 0.599326, 0.499799, 0.199892, 0.400500, 0.000000, 16.272936, 0.408856
0.000000, 0.000000, 0.501084, 0.600250, 0.499839, 0.400432, 0.599911, 0.599895, 0.600010, 0.499899, 0.200144, 0.400511, 16.321515, 0.000000, 0.000000
0.863839, 0.932633, 0.498582, 0.499912, 0.500178, 0.400090, 0.500697, 0.599938, 0.500158, 0.499862, 0.200011, 0.400513, 0.303770, 2.859908, 13.241047
0.004972, 0.111712, 0.498860, 0.499952, 0.499652, 0.400660, 0.501072, 0.599947, 0.599625, 0.498058, 0.200386, 0.400694, 15.194648, 2.694006, 0.120514
0.493533, 0.945148, 0.498582, 0.499912, 0.500354, 0.400005, 0.500697, 0.599929, 0.500280, 0.500314, 0.200011, 0.400756, 0.839025, 9.713776, 9.553840
0.043660, 0.842056, 0.500485, 0.499743, 0.499536, 0.400133, 0.501072, 0.599958, 0.599358, 0.499467, 0.200029, 0.400852, 3.571485, 14.098848, 0.999022
0.043660, 0.498323, 0.500519, 0.499949, 0.499452, 0.400133, 0.501072, 0.600138, 0.599528, 0.499467, 0.200096, 0.400852, 10.298455, 10.244333, 0.997773
0.053855, 0.687466, 0.498152, 0.500361, 0.500265, 0.399988, 0.500641, 0.599597, 0.599869, 0.499538, 0.200303, 0.400412, 6.993313, 13.081869, 1.257874
0.481481, 0.248314, 0.400823, 0.500016, 0.500092, 0.400105, 0.500687, 0.599791, 0.600801, 0.499822, 0.200002, 0.400563, 10.371523, 4.263884, 10.579652
