mainFrameColor,21,21,0
jButton1,155,141,6
jButton2,0,0,0
jButton3,74,74,74
jButton4,117,28,206
jButton5,112,82,156
jButton6,220,213,113
jButton7,109,115,6
jButton8,243,130,17
jButton9,144,206,208
jButton10,55,106,68
jButton11,156,7,175
jButton12,183,106,9
jButton13,105,164,179
jButton14,109,87,25
jButton15,167,224,94
jButton16,203,10,165
jButton17,166,229,95
jButton18,223,102,135
jTextField1,77,59,232
jTextField1TextColor,99,37,138
jLabel1,246,141,68
jPanel1,91,213,116
jPanel2,72,27,56
jPanel3,69,195,235
jPanel4,200,177,179
jPanel5,200,72,130
currentFitness,1.0125426790502095E8
