mainFrameColor,13,68,28
jButton1,140,228,248
jButton2,143,157,112
jButton3,157,107,230
jButton4,56,123,217
jButton5,37,224,99
jButton6,0,138,182
jButton7,35,186,235
jButton8,71,32,159
jButton9,129,3,135
jButton10,45,181,23
jButton11,144,254,82
jButton12,214,194,254
jButton13,169,180,57
jButton14,178,108,199
jButton15,101,160,78
jButton16,46,88,214
jButton17,58,140,219
jButton18,1,181,10
jTextField1,214,135,206
jTextField1TextColor,74,3,152
jLabel1,54,59,62
jPanel1,87,83,36
jPanel2,10,210,87
jPanel3,107,43,4
jPanel4,202,31,93
jPanel5,161,148,147
currentFitness,1.8150567046569598E8
