mainFrameColor,143,20,21
jButton1,150,245,27
jButton2,0,0,0
jButton3,74,74,74
jButton4,217,224,173
jButton5,31,209,124
jButton6,22,42,189
jButton7,93,87,126
jButton8,38,132,137
jButton9,18,105,180
jButton10,246,90,35
jButton11,143,205,252
jButton12,190,206,110
jButton13,254,167,212
jButton14,172,223,53
jButton15,148,99,73
jButton16,178,251,4
jButton17,19,131,68
jButton18,142,156,235
jTextField1,202,238,180
jTextField1TextColor,197,164,94
jLabel1,21,106,22
jPanel1,217,196,103
jPanel2,149,69,86
jPanel3,81,191,77
jPanel4,10,116,119
jPanel5,182,19,3
currentFitness,2.5156438317676827E8
