mainFrameColor,112,242,102
jButton1,221,83,175
jButton2,0,0,0
jButton3,74,74,74
jButton4,190,34,107
jButton5,56,114,49
jButton6,48,53,23
jButton7,27,119,92
jButton8,121,159,173
jButton9,117,113,173
jButton10,214,234,108
jButton11,30,77,179
jButton12,228,244,209
jButton13,175,160,159
jButton14,141,51,86
jButton15,140,48,180
jButton16,156,233,227
jButton17,203,132,245
jButton18,135,151,44
jTextField1,98,46,180
jTextField1TextColor,201,147,215
jLabel1,12,112,89
jPanel1,138,230,186
jPanel2,39,15,154
jPanel3,198,162,229
jPanel4,138,191,41
jPanel5,74,195,231
currentFitness,5.760385692615442E8
