mainFrameColor,46,153,125
jButton1,127,7,63
jButton2,14,3,70
jButton3,3,136,155
jButton4,46,173,0
jButton5,96,114,34
jButton6,58,0,0
jButton7,105,18,193
jButton8,90,99,98
jButton9,112,19,0
jButton10,136,81,42
jButton11,172,152,0
jButton12,0,177,24
jButton13,46,164,0
jButton14,0,149,0
jButton15,0,78,0
jButton16,8,79,35
jButton17,133,114,0
jButton18,42,50,154
jTextField1,178,151,8
jTextField1TextColor,42,0,168
jLabel1,23,36,197
jPanel1,0,78,45
jPanel2,150,111,0
jPanel3,140,53,153
jPanel4,110,98,0
jPanel5,165,158,177
currentFitness,4.162546156893003E8
