mainFrameColor,141,94,74
jButton1,106,212,97
jButton2,0,0,0
jButton3,74,74,74
jButton4,153,131,217
jButton5,232,41,223
jButton6,39,196,194
jButton7,255,177,17
jButton8,149,206,149
jButton9,150,100,14
jButton10,237,4,229
jButton11,248,232,2
jButton12,205,10,114
jButton13,117,223,31
jButton14,22,78,198
jButton15,66,29,252
jButton16,89,155,219
jButton17,189,208,173
jButton18,4,87,49
jTextField1,159,12,27
jTextField1TextColor,213,166,2
jLabel1,229,162,60
jPanel1,59,194,194
jPanel2,210,180,93
jPanel3,249,237,138
jPanel4,22,229,143
jPanel5,245,119,255
currentFitness,4.131910802682381E8
