mainFrameColor,23,2,14
jButton1,223,239,65
jButton2,0,0,0
jButton3,74,74,74
jButton4,186,229,166
jButton5,103,140,40
jButton6,187,74,78
jButton7,218,146,176
jButton8,41,100,227
jButton9,213,169,174
jButton10,206,209,162
jButton11,153,177,78
jButton12,154,5,185
jButton13,166,120,68
jButton14,86,231,117
jButton15,188,114,237
jButton16,137,182,160
jButton17,102,105,101
jButton18,83,190,138
jTextField1,1,40,122
jTextField1TextColor,158,23,204
jLabel1,140,199,121
jPanel1,227,33,242
jPanel2,26,167,179
jPanel3,22,188,212
jPanel4,39,249,72
jPanel5,235,232,171
currentFitness,1.2380286138064739E8
