mainFrameColor,80,84,90
jButton1,71,97,21
jButton2,0,0,0
jButton3,74,74,74
jButton4,158,81,189
jButton5,175,145,138
jButton6,105,71,39
jButton7,42,130,126
jButton8,49,175,71
jButton9,172,174,131
jButton10,164,217,189
jButton11,126,250,171
jButton12,166,191,232
jButton13,56,155,184
jButton14,186,23,89
jButton15,125,96,253
jButton16,83,247,67
jButton17,201,227,123
jButton18,125,40,92
jTextField1,136,190,102
jTextField1TextColor,157,255,183
jLabel1,249,251,189
jPanel1,10,203,107
jPanel2,2,220,96
jPanel3,4,211,98
jPanel4,225,184,50
jPanel5,67,211,21
currentFitness,3.636580271419056E8
