mainFrameColor,155,182,165
jButton1,194,85,0
jButton2,139,0,0
jButton3,134,138,0
jButton4,175,146,53
jButton5,8,123,166
jButton6,202,78,128
jButton7,174,0,133
jButton8,161,142,61
jButton9,0,115,0
jButton10,0,145,180
jButton11,98,143,180
jButton12,0,0,54
jButton13,0,0,70
jButton14,159,125,123
jButton15,193,64,57
jButton16,53,0,0
jButton17,135,36,7
jButton18,0,91,0
jTextField1,0,0,37
jTextField1TextColor,173,117,46
jLabel1,118,17,0
jPanel1,146,11,2
jPanel2,114,0,85
jPanel3,54,143,0
jPanel4,197,156,4
jPanel5,82,0,161
currentFitness,4.6184956858818835E8
