mainFrameColor,214,94,59
jButton1,0,67,100
jButton2,29,33,11
jButton3,219,126,14
jButton4,87,58,63
jButton5,219,218,193
jButton6,93,131,22
jButton7,144,0,122
jButton8,41,0,116
jButton9,140,0,61
jButton10,15,0,155
jButton11,219,5,202
jButton12,153,10,136
jButton13,178,77,151
jButton14,101,80,95
jButton15,204,82,171
jButton16,164,96,78
jButton17,59,145,188
jButton18,44,13,173
jTextField1,189,145,115
jTextField1TextColor,18,0,0
jLabel1,201,78,74
jPanel1,30,165,178
jPanel2,115,151,90
jPanel3,192,219,29
jPanel4,219,13,27
jPanel5,8,0,59
currentFitness,4.232634027208292E8
