mainFrameColor,0,168,6
jButton1,0,138,11
jButton2,0,185,128
jButton3,126,0,0
jButton4,51,144,9
jButton5,0,116,0
jButton6,135,60,56
jButton7,62,132,185
jButton8,134,0,0
jButton9,90,121,53
jButton10,76,62,68
jButton11,181,153,15
jButton12,116,164,106
jButton13,38,113,33
jButton14,100,67,86
jButton15,183,38,93
jButton16,0,46,163
jButton17,73,66,0
jButton18,58,180,0
jTextField1,0,0,0
jTextField1TextColor,74,74,74
jLabel1,0,0,0
jPanel1,180,0,125
jPanel2,183,77,0
jPanel3,0,167,77
jPanel4,178,137,191
jPanel5,186,56,53
currentFitness,2.1754620857519537E8
