mainFrameColor,19,185,120
jButton1,192,172,135
jButton2,0,0,0
jButton3,74,74,74
jButton4,0,116,166
jButton5,32,149,245
jButton6,53,153,83
jButton7,185,190,61
jButton8,177,37,225
jButton9,49,175,218
jButton10,246,99,213
jButton11,176,239,95
jButton12,100,122,228
jButton13,183,177,162
jButton14,100,237,10
jButton15,39,22,255
jButton16,204,186,104
jButton17,154,182,63
jButton18,179,158,189
jTextField1,182,5,183
jTextField1TextColor,112,253,72
jLabel1,21,59,145
jPanel1,198,71,251
jPanel2,127,150,198
jPanel3,73,0,224
jPanel4,2,229,247
jPanel5,60,112,233
currentFitness,4.769911589864691E8
