mainFrameColor,65,38,12
jButton1,145,14,7
jButton2,49,131,24
jButton3,219,116,15
jButton4,237,63,217
jButton5,102,238,59
jButton6,140,125,252
jButton7,247,8,154
jButton8,38,104,148
jButton9,9,19,165
jButton10,204,234,15
jButton11,42,231,63
jButton12,252,83,42
jButton13,250,148,206
jButton14,231,144,62
jButton15,153,30,219
jButton16,150,101,147
jButton17,112,95,172
jButton18,47,44,2
jTextField1,90,100,134
jTextField1TextColor,204,107,223
jLabel1,30,135,219
jPanel1,49,223,189
jPanel2,204,10,2
jPanel3,39,21,121
jPanel4,52,222,132
jPanel5,21,138,43
currentFitness,1.796136041133896E8
