mainFrameColor,9,0,33
jButton1,121,6,25
jButton2,141,184,7
jButton3,205,19,84
jButton4,78,88,159
jButton5,50,228,200
jButton6,193,34,42
jButton7,9,176,68
jButton8,138,177,244
jButton9,244,194,156
jButton10,119,183,41
jButton11,91,40,150
jButton12,155,47,187
jButton13,28,158,154
jButton14,164,137,10
jButton15,236,26,220
jButton16,135,94,194
jButton17,122,76,22
jButton18,204,30,84
jTextField1,230,169,123
jTextField1TextColor,106,251,78
jLabel1,31,61,253
jPanel1,224,109,15
jPanel2,55,98,194
jPanel3,157,61,140
jPanel4,94,244,187
jPanel5,105,19,2
currentFitness,1.247280604707691E8
