mainFrameColor,13,55,144
jButton1,233,207,75
jButton2,0,0,0
jButton3,74,74,74
jButton4,224,80,142
jButton5,243,17,172
jButton6,13,146,255
jButton7,53,130,45
jButton8,144,89,5
jButton9,2,140,215
jButton10,143,147,239
jButton11,236,251,189
jButton12,92,152,139
jButton13,185,165,121
jButton14,110,135,29
jButton15,225,160,57
jButton16,229,242,77
jButton17,8,91,106
jButton18,8,101,156
jTextField1,59,201,124
jTextField1TextColor,161,163,137
jLabel1,241,136,88
jPanel1,116,156,21
jPanel2,64,214,243
jPanel3,10,59,48
jPanel4,190,228,249
jPanel5,58,134,141
currentFitness,3.6865036249212724E8
