mainFrameColor,68,228,78
jButton1,217,133,157
jButton2,0,0,0
jButton3,74,74,74
jButton4,182,131,117
jButton5,128,92,205
jButton6,203,222,93
jButton7,49,135,163
jButton8,80,9,125
jButton9,153,81,115
jButton10,165,238,63
jButton11,152,54,65
jButton12,159,192,44
jButton13,39,133,72
jButton14,18,168,200
jButton15,179,125,39
jButton16,20,48,172
jButton17,236,13,52
jButton18,50,253,5
jTextField1,53,124,7
jTextField1TextColor,77,65,175
jLabel1,226,116,181
jPanel1,57,164,39
jPanel2,145,58,34
jPanel3,14,111,34
jPanel4,123,192,93
jPanel5,147,132,83
currentFitness,4.6239853795433676E8
