mainFrameColor,17,81,0
jButton1,110,29,207
jButton2,209,53,0
jButton3,0,136,68
jButton4,78,142,99
jButton5,49,75,76
jButton6,153,186,173
jButton7,61,25,0
jButton8,133,135,0
jButton9,58,62,39
jButton10,0,0,178
jButton11,148,20,36
jButton12,119,151,43
jButton13,162,114,44
jButton14,31,163,213
jButton15,187,214,0
jButton16,62,155,88
jButton17,0,167,27
jButton18,177,167,108
jTextField1,185,108,6
jTextField1TextColor,0,77,55
jLabel1,148,114,115
jPanel1,63,17,176
jPanel2,0,0,205
jPanel3,67,14,76
jPanel4,52,38,15
jPanel5,37,99,58
currentFitness,1.5057037897584248E8
