mainFrameColor,142,0,7
jButton1,107,62,73
jButton2,80,34,0
jButton3,42,46,0
jButton4,100,146,93
jButton5,0,61,6
jButton6,39,146,0
jButton7,0,57,173
jButton8,11,19,44
jButton9,92,42,128
jButton10,128,0,128
jButton11,174,168,0
jButton12,95,78,122
jButton13,102,110,144
jButton14,27,98,0
jButton15,0,16,32
jButton16,164,31,155
jButton17,0,85,66
jButton18,108,86,2
jTextField1,6,13,0
jTextField1TextColor,149,173,0
jLabel1,0,0,0
jPanel1,88,0,151
jPanel2,14,56,0
jPanel3,0,119,151
jPanel4,92,150,95
jPanel5,0,0,45
currentFitness,1.8078500286454278E8
