mainFrameColor,0,0,16
jButton1,0,0,8
jButton2,0,79,0
jButton3,147,73,91
jButton4,145,104,105
jButton5,0,0,40
jButton6,27,0,0
jButton7,97,60,21
jButton8,0,0,0
jButton9,115,25,57
jButton10,0,113,74
jButton11,61,141,32
jButton12,162,0,26
jButton13,0,56,67
jButton14,139,32,93
jButton15,0,0,151
jButton16,144,0,158
jButton17,0,0,0
jButton18,40,154,128
jTextField1,0,0,0
jTextField1TextColor,74,74,74
jLabel1,101,10,80
jPanel1,32,0,103
jPanel2,38,0,45
jPanel3,0,0,0
jPanel4,70,92,131
jPanel5,0,155,92
currentFitness,7.06067857250812E7
