mainFrameColor,4,41,2
jButton1,167,161,74
jButton2,252,65,204
jButton3,68,33,123
jButton4,228,67,111
jButton5,45,186,81
jButton6,13,222,125
jButton7,129,21,220
jButton8,154,31,232
jButton9,15,82,5
jButton10,46,214,142
jButton11,236,199,224
jButton12,107,16,248
jButton13,174,138,99
jButton14,241,83,176
jButton15,163,37,134
jButton16,136,192,239
jButton17,251,231,151
jButton18,37,191,190
jTextField1,141,202,38
jTextField1TextColor,69,148,230
jLabel1,80,199,123
jPanel1,118,97,58
jPanel2,6,231,40
jPanel3,158,154,14
jPanel4,135,179,48
jPanel5,2,166,211
currentFitness,1.0406505065931068E8
