mainFrameColor,79,0,79
jButton1,75,238,247
jButton2,252,8,146
jButton3,238,172,84
jButton4,46,181,182
jButton5,252,98,121
jButton6,95,84,79
jButton7,183,55,5
jButton8,52,225,15
jButton9,75,249,179
jButton10,227,196,136
jButton11,99,249,80
jButton12,19,12,236
jButton13,182,193,234
jButton14,8,93,225
jButton15,133,143,30
jButton16,191,193,55
jButton17,23,150,242
jButton18,177,112,75
jTextField1,193,217,159
jTextField1TextColor,102,90,193
jLabel1,202,166,66
jPanel1,182,224,41
jPanel2,221,74,39
jPanel3,98,201,225
jPanel4,208,246,91
jPanel5,244,135,151
currentFitness,2.6849266008652294E8
