mainFrameColor,170,118,93
jButton1,104,18,94
jButton2,239,250,77
jButton3,54,207,187
jButton4,6,254,33
jButton5,237,231,240
jButton6,85,157,111
jButton7,196,19,244
jButton8,241,108,130
jButton9,139,73,251
jButton10,235,60,186
jButton11,122,0,162
jButton12,199,43,13
jButton13,233,68,179
jButton14,223,201,87
jButton15,2,5,240
jButton16,218,84,206
jButton17,209,88,185
jButton18,234,223,216
jTextField1,29,160,142
jTextField1TextColor,7,60,182
jLabel1,165,159,128
jPanel1,200,93,107
jPanel2,236,175,223
jPanel3,220,129,253
jPanel4,38,166,86
jPanel5,184,137,193
currentFitness,4.9642513163581085E8
