mainFrameColor,15,16,19
jButton1,73,32,186
jButton2,244,94,115
jButton3,63,33,238
jButton4,28,90,110
jButton5,225,117,79
jButton6,182,74,6
jButton7,70,218,91
jButton8,168,204,20
jButton9,96,217,253
jButton10,191,242,149
jButton11,23,170,237
jButton12,110,213,208
jButton13,251,173,26
jButton14,98,135,83
jButton15,213,245,136
jButton16,49,208,69
jButton17,72,149,236
jButton18,198,30,205
jTextField1,133,104,188
jTextField1TextColor,99,83,219
jLabel1,236,250,72
jPanel1,26,101,82
jPanel2,179,253,93
jPanel3,197,49,142
jPanel4,230,122,253
jPanel5,146,36,51
currentFitness,1.2390200015452068E8
