mainFrameColor,19,21,100
jButton1,120,156,146
jButton2,196,199,67
jButton3,156,13,246
jButton4,141,187,41
jButton5,14,44,43
jButton6,192,25,251
jButton7,67,163,159
jButton8,163,28,193
jButton9,88,19,94
jButton10,194,249,85
jButton11,194,4,178
jButton12,52,242,165
jButton13,147,11,246
jButton14,199,62,157
jButton15,252,161,49
jButton16,227,62,211
jButton17,84,131,226
jButton18,15,79,58
jTextField1,189,177,112
jTextField1TextColor,171,163,8
jLabel1,135,18,160
jPanel1,35,47,219
jPanel2,103,181,86
jPanel3,25,78,123
jPanel4,178,36,180
jPanel5,233,206,234
currentFitness,2.7063068121974754E8
