mainFrameColor,0,0,0
jButton1,0,0,0
jButton2,86,0,56
jButton3,19,82,52
jButton4,112,0,45
jButton5,6,0,43
jButton6,17,13,0
jButton7,110,0,0
jButton8,19,0,0
jButton9,0,0,102
jButton10,38,32,0
jButton11,0,0,28
jButton12,63,72,74
jButton13,80,16,7
jButton14,10,0,0
jButton15,0,0,0
jButton16,0,74,82
jButton17,7,0,0
jButton18,107,70,0
jTextField1,0,0,0
jTextField1TextColor,74,74,74
jLabel1,19,56,0
jPanel1,0,42,0
jPanel2,86,15,0
jPanel3,0,61,101
jPanel4,35,41,67
jPanel5,45,75,0
currentFitness,2.3999961409640476E7
