mainFrameColor,0,0,0
jButton1,0,0,0
jButton2,135,0,105
jButton3,68,131,101
jButton4,161,0,94
jButton5,55,0,92
jButton6,66,62,42
jButton7,159,0,0
jButton8,68,0,37
jButton9,41,0,151
jButton10,87,81,0
jButton11,0,0,77
jButton12,112,121,123
jButton13,129,65,56
jButton14,59,0,0
jButton15,0,0,0
jButton16,0,123,131
jButton17,56,0,0
jButton18,156,119,0
jTextField1,0,0,0
jTextField1TextColor,74,74,74
jLabel1,68,105,0
jPanel1,0,91,0
jPanel2,135,64,0
jPanel3,23,110,150
jPanel4,84,90,116
jPanel5,94,124,44
currentFitness,4.913598598071149E7
