mainFrameColor,0,0,0
jButton1,0,0,0
jButton2,91,0,61
jButton3,24,87,57
jButton4,117,0,50
jButton5,11,0,48
jButton6,22,18,0
jButton7,115,0,0
jButton8,24,0,0
jButton9,0,0,107
jButton10,43,37,0
jButton11,0,0,33
jButton12,68,77,79
jButton13,85,21,12
jButton14,15,0,0
jButton15,0,0,0
jButton16,0,79,87
jButton17,12,0,0
jButton18,112,75,0
jTextField1,0,0,0
jTextField1TextColor,74,74,74
jLabel1,24,61,0
jPanel1,0,47,0
jPanel2,91,20,0
jPanel3,0,66,106
jPanel4,40,46,72
jPanel5,50,80,0
currentFitness,2.4958427432866942E7
