mainFrameColor,132,37,178
jButton1,241,47,147
jButton2,0,0,0
jButton3,74,74,74
jButton4,27,226,233
jButton5,2,48,101
jButton6,47,96,177
jButton7,35,27,219
jButton8,229,244,232
jButton9,220,37,119
jButton10,254,180,152
jButton11,227,95,178
jButton12,128,79,191
jButton13,189,208,41
jButton14,234,21,222
jButton15,4,49,66
jButton16,5,59,104
jButton17,219,128,249
jButton18,172,45,197
jTextField1,167,243,38
jTextField1TextColor,102,35,195
jLabel1,230,135,127
jPanel1,130,188,123
jPanel2,126,4,108
jPanel3,249,21,241
jPanel4,92,176,220
jPanel5,51,143,38
currentFitness,5.138093366998081E8
