mainFrameColor,3,225,77
jButton1,255,24,181
jButton2,0,0,0
jButton3,74,74,74
jButton4,197,110,97
jButton5,14,153,117
jButton6,210,199,152
jButton7,108,78,14
jButton8,84,11,65
jButton9,154,70,95
jButton10,47,8,26
jButton11,233,190,46
jButton12,9,115,147
jButton13,48,5,2
jButton14,254,102,213
jButton15,89,92,150
jButton16,88,111,24
jButton17,145,140,249
jButton18,36,43,218
jTextField1,15,137,217
jTextField1TextColor,173,228,232
jLabel1,227,181,204
jPanel1,48,229,44
jPanel2,254,140,131
jPanel3,200,238,164
jPanel4,180,233,135
jPanel5,233,86,164
currentFitness,4.1130394089936197E8
